# Residuals   
# Time        	Ux            	Uy            	p             
4             	N/A	N/A
4.02783       	1.105846e-03	4.105058e-04	1.746321e-02
4.02826       	1.106799e-03	4.110614e-04	1.724043e-02
4.0287        	1.107787e-03	4.116339e-04	1.709200e-02
4.02913       	1.108824e-03	4.122163e-04	1.716009e-02
4.02957       	1.109764e-03	4.128088e-04	1.718647e-02
4.03          	1.110701e-03	4.134109e-04	1.716361e-02
4.03043       	1.111643e-03	4.140115e-04	1.727169e-02
4.03087       	1.112613e-03	4.146113e-04	1.726116e-02
4.0313        	1.113522e-03	4.151333e-04	1.740237e-02
4.03174       	1.114415e-03	4.156237e-04	1.748216e-02
4.03217       	1.115340e-03	4.161128e-04	1.792075e-02
4.03261       	1.116327e-03	4.165981e-04	1.814696e-02
4.03304       	1.117317e-03	4.170539e-04	1.819881e-02
4.03348       	1.118150e-03	4.175004e-04	1.823198e-02
4.03391       	1.119000e-03	4.179698e-04	1.786677e-02
4.03435       	1.119783e-03	4.184279e-04	1.789317e-02
4.03478       	1.120526e-03	4.188954e-04	1.778821e-02
4.03522       	1.121305e-03	4.193752e-04	1.771955e-02
4.03565       	1.122133e-03	4.198705e-04	1.770740e-02
4.03609       	1.122989e-03	4.204070e-04	1.780168e-02
4.03652       	1.123883e-03	4.209492e-04	1.791937e-02
4.03696       	1.124845e-03	4.214938e-04	1.789563e-02
4.03739       	1.125805e-03	4.220106e-04	1.793681e-02
4.03783       	1.126751e-03	4.225067e-04	1.795031e-02
4.03826       	1.127720e-03	4.230109e-04	1.802573e-02
4.0387        	1.128533e-03	4.235553e-04	1.800565e-02
4.03913       	1.129363e-03	4.241131e-04	1.787957e-02
4.03957       	1.130265e-03	4.246461e-04	1.766182e-02
4.04          	1.131069e-03	4.251271e-04	1.762625e-02
4.04043       	1.131871e-03	4.255813e-04	1.766320e-02
4.04087       	1.132671e-03	4.260386e-04	1.747982e-02
4.0413        	1.133579e-03	4.265117e-04	1.737349e-02
4.04174       	1.134545e-03	4.269976e-04	1.757628e-02
4.04217       	1.135427e-03	4.274573e-04	1.784511e-02
4.04261       	1.136279e-03	4.279182e-04	1.819721e-02
4.04304       	1.137327e-03	4.283899e-04	1.782601e-02
4.04348       	1.138344e-03	4.288447e-04	1.789901e-02
4.04391       	1.139300e-03	4.292964e-04	1.808959e-02
4.04435       	1.140216e-03	4.297618e-04	1.795776e-02
4.04478       	1.141124e-03	4.302410e-04	1.806481e-02
4.04522       	1.141979e-03	4.307367e-04	1.808649e-02
4.04565       	1.142841e-03	4.312456e-04	1.812543e-02
4.04609       	1.143752e-03	4.317954e-04	1.836493e-02
4.04652       	1.144737e-03	4.323707e-04	1.812884e-02
4.04696       	1.145784e-03	4.329306e-04	1.798118e-02
4.04739       	1.146715e-03	4.334796e-04	1.810145e-02
4.04783       	1.147623e-03	4.339917e-04	1.800144e-02
4.04826       	1.148558e-03	4.345447e-04	1.786704e-02
4.0487        	1.149475e-03	4.350983e-04	1.784456e-02
4.04913       	1.150500e-03	4.356218e-04	1.782834e-02
4.04957       	1.151495e-03	4.361181e-04	1.779708e-02
4.05          	1.152502e-03	4.366024e-04	1.786449e-02
4.05043       	1.153469e-03	4.370807e-04	1.797864e-02
4.05087       	1.154431e-03	4.375507e-04	1.801367e-02
4.0513        	1.155323e-03	4.380351e-04	1.797248e-02
4.05174       	1.156247e-03	4.385075e-04	1.769366e-02
4.05217       	1.157300e-03	4.389735e-04	1.780242e-02
4.05261       	1.158401e-03	4.394708e-04	1.784713e-02
4.05304       	1.159519e-03	4.399637e-04	1.839298e-02
4.05348       	1.160682e-03	4.404972e-04	1.787931e-02
4.05391       	1.161715e-03	4.410428e-04	1.794071e-02
4.05435       	1.162602e-03	4.415873e-04	1.791847e-02
4.05478       	1.163519e-03	4.421467e-04	1.810611e-02
4.05522       	1.164527e-03	4.427034e-04	1.802784e-02
4.05565       	1.165541e-03	4.432442e-04	1.799350e-02
4.05609       	1.166430e-03	4.437953e-04	1.794856e-02
4.05652       	1.167418e-03	4.443464e-04	1.786384e-02
4.05696       	1.168466e-03	4.449046e-04	1.791195e-02
4.05739       	1.169553e-03	4.454551e-04	1.821527e-02
4.05783       	1.170602e-03	4.459839e-04	1.830866e-02
4.05826       	1.171576e-03	4.464904e-04	1.848164e-02
4.0587        	1.172463e-03	4.469438e-04	1.865361e-02
4.05913       	1.173329e-03	4.474399e-04	1.861737e-02
4.05957       	1.174196e-03	4.479622e-04	1.858517e-02
4.06          	1.175060e-03	4.484771e-04	1.857375e-02
4.06043       	1.175925e-03	4.489985e-04	1.860092e-02
4.06087       	1.176770e-03	4.495304e-04	1.868431e-02
4.06128       	1.124198e-03	4.296564e-04	2.483074e-02
4.0617        	1.125214e-03	4.301232e-04	2.194362e-02
4.06211       	1.126145e-03	4.305830e-04	2.019686e-02
4.06253       	1.127122e-03	4.310593e-04	1.901571e-02
4.06294       	1.128022e-03	4.315370e-04	1.829738e-02
4.06336       	1.128903e-03	4.320187e-04	1.807185e-02
4.06377       	1.129765e-03	4.324893e-04	1.809093e-02
4.06419       	1.130749e-03	4.329833e-04	1.785490e-02
4.0646        	1.131586e-03	4.334326e-04	1.777088e-02
4.06502       	1.132428e-03	4.338892e-04	1.783982e-02
4.06543       	1.133242e-03	4.343673e-04	1.782857e-02
4.06585       	1.134046e-03	4.348613e-04	1.805575e-02
4.06626       	1.134838e-03	4.353548e-04	1.778532e-02
4.06668       	1.135560e-03	4.358591e-04	1.756393e-02
4.06709       	1.136367e-03	4.363230e-04	1.767857e-02
4.06751       	1.137139e-03	4.367721e-04	1.764166e-02
4.06792       	1.137974e-03	4.372183e-04	1.779319e-02
4.06834       	1.138811e-03	4.376737e-04	1.781436e-02
4.06875       	1.139659e-03	4.381292e-04	1.781108e-02
4.06917       	1.140526e-03	4.385887e-04	1.795919e-02
4.06958       	1.141335e-03	4.390510e-04	1.797717e-02
4.07          	1.142117e-03	4.395077e-04	1.827846e-02
4.07042       	1.147458e-03	4.416955e-04	1.841036e-02
4.07083       	1.148264e-03	4.421420e-04	1.828726e-02
4.07125       	1.149060e-03	4.425864e-04	1.827919e-02
4.07167       	1.149810e-03	4.430337e-04	1.850533e-02
4.07208       	1.150580e-03	4.434985e-04	1.851866e-02
4.0725        	1.151385e-03	4.439883e-04	1.834036e-02
4.07292       	1.152221e-03	4.444815e-04	1.840873e-02
4.07333       	1.153049e-03	4.449780e-04	1.841914e-02
4.07375       	1.153911e-03	4.454855e-04	1.821285e-02
4.07417       	1.154830e-03	4.459856e-04	1.826336e-02
4.07458       	1.155725e-03	4.465041e-04	1.794310e-02
4.075         	1.156560e-03	4.470259e-04	1.783296e-02
4.07542       	1.157371e-03	4.475356e-04	1.786393e-02
4.07583       	1.158217e-03	4.480397e-04	1.804798e-02
4.07625       	1.158955e-03	4.485416e-04	1.800212e-02
4.07667       	1.159616e-03	4.490197e-04	1.803181e-02
4.07708       	1.160268e-03	4.495010e-04	1.821686e-02
4.0775        	1.160968e-03	4.499574e-04	1.806517e-02
4.07792       	1.161743e-03	4.504089e-04	1.829267e-02
4.07833       	1.162504e-03	4.508650e-04	1.813239e-02
4.07875       	1.163256e-03	4.513284e-04	1.825072e-02
4.07917       	1.164045e-03	4.518186e-04	1.812211e-02
4.07958       	1.164754e-03	4.522919e-04	1.803055e-02
4.08          	1.165399e-03	4.527660e-04	1.799587e-02
4.08042       	1.166118e-03	4.532350e-04	1.801375e-02
4.08083       	1.166845e-03	4.537148e-04	1.813640e-02
4.08125       	1.167690e-03	4.541934e-04	1.823090e-02
4.08167       	1.168482e-03	4.546550e-04	1.847581e-02
4.08208       	1.169201e-03	4.551200e-04	1.856174e-02
4.0825        	1.169864e-03	4.555937e-04	1.840042e-02
4.08292       	1.170604e-03	4.560824e-04	1.845470e-02
4.08333       	1.171379e-03	4.565844e-04	1.861093e-02
4.08375       	1.172217e-03	4.571048e-04	1.857016e-02
4.08417       	1.172998e-03	4.576275e-04	1.848790e-02
4.08458       	1.173788e-03	4.581387e-04	1.859549e-02
4.085         	1.174716e-03	4.586638e-04	1.862119e-02
4.08542       	1.175722e-03	4.591823e-04	1.870982e-02
4.08583       	1.176750e-03	4.597023e-04	1.874042e-02
4.08625       	1.177818e-03	4.601878e-04	1.890374e-02
4.08667       	1.178808e-03	4.606908e-04	1.895243e-02
4.08708       	1.179792e-03	4.611984e-04	1.888106e-02
4.0875        	1.180619e-03	4.616639e-04	1.895679e-02
4.08792       	1.181406e-03	4.621258e-04	1.884964e-02
4.08833       	1.182161e-03	4.625763e-04	1.884962e-02
4.08875       	1.182904e-03	4.629957e-04	1.885964e-02
4.08917       	1.183717e-03	4.633958e-04	1.886923e-02
4.08958       	1.184557e-03	4.638040e-04	1.903462e-02
4.09          	1.185339e-03	4.642135e-04	1.909300e-02
4.09042       	1.186097e-03	4.646189e-04	1.922698e-02
4.09083       	1.186837e-03	4.650310e-04	1.912044e-02
4.09125       	1.187636e-03	4.654288e-04	1.871472e-02
4.09167       	1.188487e-03	4.658460e-04	1.860343e-02
4.09208       	1.189291e-03	4.662718e-04	1.854497e-02
4.0925        	1.190037e-03	4.667206e-04	1.853617e-02
4.09292       	1.190784e-03	4.671618e-04	1.859205e-02
4.09333       	1.191504e-03	4.675886e-04	1.869842e-02
4.09375       	1.192220e-03	4.680367e-04	1.911013e-02
4.09417       	1.192973e-03	4.685155e-04	1.936392e-02
4.09458       	1.193778e-03	4.690097e-04	1.948864e-02
4.095         	1.194611e-03	4.695274e-04	1.963589e-02
4.09542       	1.195401e-03	4.700636e-04	1.936328e-02
4.09583       	1.196146e-03	4.705933e-04	1.937159e-02
4.09625       	1.196934e-03	4.711040e-04	1.950935e-02
4.09667       	1.197772e-03	4.715878e-04	1.960776e-02
4.09708       	1.198694e-03	4.720912e-04	1.969090e-02
4.0975        	1.199625e-03	4.726112e-04	1.972880e-02
4.09792       	1.200483e-03	4.731028e-04	1.978545e-02
4.09833       	1.201310e-03	4.736150e-04	1.971608e-02
4.09875       	1.202086e-03	4.741136e-04	1.959117e-02
4.09917       	1.202859e-03	4.745815e-04	1.943690e-02
4.09958       	1.203665e-03	4.750463e-04	1.930200e-02
4.1           	1.204490e-03	4.754936e-04	1.909115e-02
4.10042       	1.205483e-03	4.759325e-04	1.900521e-02
4.10083       	1.206452e-03	4.763913e-04	1.905281e-02
4.10125       	1.207420e-03	4.768404e-04	1.911449e-02
4.10167       	1.208381e-03	4.773098e-04	1.925295e-02
4.10208       	1.209267e-03	4.778024e-04	1.950547e-02
4.1025        	1.210139e-03	4.782778e-04	1.988213e-02
4.10289       	1.147375e-03	4.536159e-04	2.703872e-02
4.10329       	1.148275e-03	4.540723e-04	2.375291e-02
4.10368       	1.149145e-03	4.545080e-04	2.186536e-02
4.10408       	1.149910e-03	4.549250e-04	2.082930e-02
4.10447       	1.150649e-03	4.553331e-04	2.036124e-02
4.10487       	1.151423e-03	4.557326e-04	2.014771e-02
4.10526       	1.152134e-03	4.561266e-04	2.009708e-02
4.10566       	1.152821e-03	4.565144e-04	1.982573e-02
4.10605       	1.153484e-03	4.569269e-04	1.986970e-02
4.10645       	1.154215e-03	4.573048e-04	2.008854e-02
4.10684       	1.155007e-03	4.577028e-04	1.978730e-02
4.10724       	1.155706e-03	4.581132e-04	2.018602e-02
4.10763       	1.156459e-03	4.585185e-04	1.991553e-02
4.10803       	1.157159e-03	4.588785e-04	1.990385e-02
4.10842       	1.157970e-03	4.592488e-04	2.015014e-02
4.10882       	1.158792e-03	4.596288e-04	1.994905e-02
4.10921       	1.159619e-03	4.600058e-04	1.988579e-02
4.10961       	1.160375e-03	4.603668e-04	1.977823e-02
4.11          	1.161124e-03	4.607614e-04	1.998718e-02
4.1104        	1.177361e-03	4.673158e-04	2.056766e-02
4.1108        	1.178028e-03	4.677066e-04	2.033438e-02
4.1112        	1.178656e-03	4.680955e-04	2.016586e-02
4.1116        	1.179275e-03	4.684794e-04	2.000697e-02
4.112         	1.179912e-03	4.688440e-04	2.001575e-02
4.1124        	1.180476e-03	4.692110e-04	1.989143e-02
4.1128        	1.181058e-03	4.695934e-04	1.992323e-02
4.1132        	1.181720e-03	4.700012e-04	1.988529e-02
4.1136        	1.182432e-03	4.704121e-04	1.995624e-02
4.114         	1.183071e-03	4.708436e-04	1.968904e-02
4.1144        	1.183691e-03	4.712686e-04	1.955618e-02
4.1148        	1.184356e-03	4.716880e-04	1.954142e-02
4.1152        	1.185099e-03	4.720908e-04	1.950438e-02
4.1156        	1.185842e-03	4.724828e-04	1.957593e-02
4.116         	1.186577e-03	4.728596e-04	1.979046e-02
4.1164        	1.187316e-03	4.732438e-04	1.983766e-02
4.1168        	1.188117e-03	4.736663e-04	1.971364e-02
4.1172        	1.188926e-03	4.741080e-04	1.983091e-02
4.11755       	1.041364e-03	4.153880e-04	4.479346e-02
4.1179        	1.042518e-03	4.158637e-04	3.440910e-02
4.11825       	1.043595e-03	4.162884e-04	2.761589e-02
4.1186        	1.044666e-03	4.166977e-04	2.342259e-02
4.11895       	1.045707e-03	4.170624e-04	2.124846e-02
4.1193        	1.046555e-03	4.174096e-04	1.986908e-02
4.11965       	1.047307e-03	4.177355e-04	1.923218e-02
4.12          	1.047980e-03	4.180328e-04	1.931800e-02
4.12038       	1.152104e-03	4.595972e-04	3.293451e-02
4.12077       	1.152392e-03	4.598815e-04	2.793000e-02
4.12115       	1.152955e-03	4.601871e-04	2.440415e-02
4.12154       	1.153667e-03	4.605057e-04	2.245063e-02
4.12192       	1.154431e-03	4.608308e-04	2.160423e-02
4.12231       	1.155162e-03	4.611679e-04	2.083174e-02
4.12269       	1.155894e-03	4.615073e-04	2.034947e-02
4.12308       	1.156645e-03	4.618793e-04	2.017819e-02
4.12346       	1.157472e-03	4.622377e-04	1.999388e-02
4.12385       	1.158210e-03	4.625932e-04	1.989831e-02
4.12423       	1.158872e-03	4.629586e-04	1.985394e-02
4.12462       	1.159508e-03	4.633190e-04	1.988493e-02
4.125         	1.160106e-03	4.636941e-04	1.996016e-02
4.12538       	1.160803e-03	4.640806e-04	1.983366e-02
4.12577       	1.161518e-03	4.644688e-04	1.998077e-02
4.12615       	1.162212e-03	4.648522e-04	1.991616e-02
4.12654       	1.162977e-03	4.652546e-04	1.990101e-02
4.12692       	1.163758e-03	4.656636e-04	1.998047e-02
4.12731       	1.164550e-03	4.660626e-04	2.017980e-02
4.12769       	1.165343e-03	4.664666e-04	2.001241e-02
4.12808       	1.166156e-03	4.668948e-04	1.983082e-02
4.12846       	1.167024e-03	4.673250e-04	1.976987e-02
4.12885       	1.167909e-03	4.677680e-04	1.989332e-02
4.12923       	1.168780e-03	4.682280e-04	2.010533e-02
4.12962       	1.169703e-03	4.686804e-04	2.021718e-02
4.13          	1.170636e-03	4.691271e-04	2.027414e-02
4.13037       	1.128254e-03	4.522057e-04	2.448753e-02
4.13074       	1.129114e-03	4.525945e-04	2.250627e-02
4.13111       	1.129857e-03	4.529731e-04	2.145023e-02
4.13148       	1.130500e-03	4.533373e-04	2.114012e-02
4.13185       	1.131062e-03	4.536805e-04	2.076990e-02
4.13222       	1.131692e-03	4.540584e-04	2.092699e-02
4.13259       	1.132254e-03	4.544413e-04	2.091102e-02
4.13296       	1.132680e-03	4.548240e-04	2.092338e-02
4.13333       	1.133181e-03	4.552276e-04	2.085810e-02
4.1337        	1.133664e-03	4.556532e-04	2.075772e-02
4.13407       	1.134180e-03	4.561006e-04	2.069970e-02
4.13444       	1.134782e-03	4.565643e-04	2.043903e-02
4.13481       	1.135500e-03	4.570266e-04	2.030834e-02
4.13519       	1.136194e-03	4.574840e-04	2.022384e-02
4.13556       	1.136992e-03	4.579400e-04	1.993468e-02
4.13593       	1.137980e-03	4.584248e-04	1.991539e-02
4.1363        	1.138931e-03	4.589071e-04	2.018933e-02
4.13667       	1.139825e-03	4.593557e-04	2.028140e-02
4.13704       	1.140746e-03	4.598168e-04	2.045923e-02
4.13741       	1.141531e-03	4.602784e-04	2.021701e-02
4.13778       	1.142236e-03	4.607059e-04	2.006965e-02
4.13815       	1.142895e-03	4.611266e-04	2.019513e-02
4.13852       	1.143562e-03	4.615250e-04	2.023912e-02
4.13889       	1.144228e-03	4.618706e-04	2.035096e-02
4.13926       	1.144942e-03	4.622179e-04	2.040794e-02
4.13963       	1.145750e-03	4.625686e-04	2.040742e-02
4.14          	1.146595e-03	4.629542e-04	2.027159e-02
4.14037       	1.147528e-03	4.633613e-04	2.032202e-02
4.14074       	1.148540e-03	4.637694e-04	2.011763e-02
4.14111       	1.149564e-03	4.641780e-04	1.997984e-02
4.14148       	1.150594e-03	4.645711e-04	1.991938e-02
4.14185       	1.151583e-03	4.649709e-04	2.008663e-02
4.14222       	1.152439e-03	4.653691e-04	2.034762e-02
4.14259       	1.153204e-03	4.657415e-04	2.058472e-02
4.14296       	1.153946e-03	4.661116e-04	2.067060e-02
4.14333       	1.154750e-03	4.665045e-04	2.087036e-02
4.1437        	1.155432e-03	4.669363e-04	2.108235e-02
4.14407       	1.156193e-03	4.673733e-04	2.163444e-02
4.14444       	1.156984e-03	4.678223e-04	2.121603e-02
4.14481       	1.157919e-03	4.682972e-04	2.140670e-02
4.14519       	1.158990e-03	4.687901e-04	2.128231e-02
4.14556       	1.159899e-03	4.693231e-04	2.135318e-02
4.14593       	1.160719e-03	4.698246e-04	2.151995e-02
4.1463        	1.161642e-03	4.703214e-04	2.170752e-02
4.14667       	1.162606e-03	4.708020e-04	2.161127e-02
4.14704       	1.163472e-03	4.712613e-04	2.176527e-02
4.14741       	1.164289e-03	4.717222e-04	2.160353e-02
4.14778       	1.165173e-03	4.721595e-04	2.151592e-02
4.14815       	1.166042e-03	4.725717e-04	2.148862e-02
4.14852       	1.166978e-03	4.729613e-04	2.140965e-02
4.14889       	1.167889e-03	4.733622e-04	2.106981e-02
4.14926       	1.168853e-03	4.737684e-04	2.126408e-02
4.14963       	1.169774e-03	4.741578e-04	2.136380e-02
4.15          	1.170704e-03	4.745728e-04	2.151349e-02
4.15037       	1.171615e-03	4.750225e-04	2.167709e-02
4.15074       	1.172576e-03	4.754538e-04	2.141904e-02
4.15111       	1.173485e-03	4.758521e-04	2.108808e-02
4.15148       	1.174463e-03	4.762645e-04	2.084926e-02
4.15185       	1.175493e-03	4.766845e-04	2.104076e-02
4.15222       	1.176477e-03	4.771161e-04	2.149353e-02
4.15259       	1.177566e-03	4.775662e-04	2.193226e-02
4.15296       	1.178671e-03	4.779692e-04	2.215201e-02
4.15333       	1.179656e-03	4.783712e-04	2.238625e-02
4.1537        	1.180620e-03	4.788005e-04	2.257151e-02
4.15407       	1.181475e-03	4.792135e-04	2.280030e-02
4.15444       	1.182428e-03	4.796551e-04	2.267659e-02
4.15481       	1.183412e-03	4.800908e-04	2.248678e-02
4.15519       	1.184271e-03	4.804768e-04	2.239940e-02
4.15556       	1.185073e-03	4.808731e-04	2.241497e-02
4.15593       	1.185950e-03	4.813161e-04	2.261038e-02
4.1563        	1.186819e-03	4.817789e-04	2.237554e-02
4.15667       	1.187769e-03	4.822052e-04	2.223639e-02
4.15704       	1.188849e-03	4.826577e-04	2.210458e-02
4.15741       	1.189893e-03	4.831266e-04	2.211565e-02
4.15778       	1.190941e-03	4.835908e-04	2.207863e-02
4.15815       	1.192069e-03	4.840923e-04	2.210552e-02
4.15852       	1.193136e-03	4.845971e-04	2.217407e-02
4.15889       	1.194162e-03	4.850785e-04	2.198114e-02
4.15926       	1.195246e-03	4.855739e-04	2.211461e-02
4.15963       	1.196487e-03	4.860912e-04	2.235844e-02
4.16          	1.197763e-03	4.866085e-04	2.245330e-02
4.16036       	1.156252e-03	4.697642e-04	2.592473e-02
4.16071       	1.157569e-03	4.703076e-04	2.420863e-02
4.16107       	1.158906e-03	4.708588e-04	2.302185e-02
4.16143       	1.160148e-03	4.714056e-04	2.259522e-02
4.16179       	1.161346e-03	4.719596e-04	2.207405e-02
4.16214       	1.162542e-03	4.724672e-04	2.206528e-02
4.1625        	1.163790e-03	4.729764e-04	2.194530e-02
4.16286       	1.164993e-03	4.734843e-04	2.164557e-02
4.16321       	1.166231e-03	4.740382e-04	2.150039e-02
4.16357       	1.167394e-03	4.745663e-04	2.126155e-02
4.16393       	1.168633e-03	4.751049e-04	2.129860e-02
4.16429       	1.169816e-03	4.756012e-04	2.136587e-02
4.16464       	1.171006e-03	4.760830e-04	2.151658e-02
4.165         	1.172161e-03	4.765442e-04	2.159944e-02
4.16536       	1.173332e-03	4.770020e-04	2.164509e-02
4.16571       	1.174433e-03	4.774636e-04	2.162998e-02
4.16607       	1.175510e-03	4.779397e-04	2.153821e-02
4.16643       	1.176597e-03	4.784454e-04	2.144809e-02
4.16679       	1.177691e-03	4.789411e-04	2.137953e-02
4.16714       	1.178749e-03	4.794488e-04	2.137895e-02
4.1675        	1.179818e-03	4.799653e-04	2.152959e-02
4.16786       	1.180958e-03	4.804681e-04	2.128881e-02
4.16821       	1.182137e-03	4.810305e-04	2.156759e-02
4.16857       	1.183258e-03	4.816066e-04	2.183197e-02
4.16893       	1.184313e-03	4.821824e-04	2.209988e-02
4.16929       	1.185426e-03	4.827490e-04	2.247029e-02
4.16964       	1.186710e-03	4.833059e-04	2.253134e-02
4.17          	1.188149e-03	4.839208e-04	2.213631e-02
4.17036       	1.189622e-03	4.845077e-04	2.230624e-02
4.17071       	1.190957e-03	4.850883e-04	2.257270e-02
4.17107       	1.192192e-03	4.856922e-04	2.266312e-02
4.17143       	1.193501e-03	4.863057e-04	2.259286e-02
4.17179       	1.194786e-03	4.868747e-04	2.267160e-02
4.17214       	1.195931e-03	4.874138e-04	2.265219e-02
4.1725        	1.196936e-03	4.879611e-04	2.348716e-02
4.17286       	1.198109e-03	4.884504e-04	2.347712e-02
4.17321       	1.199305e-03	4.889560e-04	2.342323e-02
4.17357       	1.200440e-03	4.894908e-04	2.322832e-02
4.17393       	1.201533e-03	4.900535e-04	2.338388e-02
4.17429       	1.202671e-03	4.906855e-04	2.285622e-02
4.17464       	1.203808e-03	4.913232e-04	2.314552e-02
4.175         	1.204984e-03	4.919380e-04	2.313583e-02
4.17536       	1.206276e-03	4.925586e-04	2.319725e-02
4.17571       	1.207556e-03	4.931666e-04	2.351088e-02
4.17607       	1.208748e-03	4.937581e-04	2.364776e-02
4.17643       	1.210018e-03	4.944063e-04	2.368711e-02
4.17679       	1.211294e-03	4.951026e-04	2.350978e-02
4.17714       	1.212606e-03	4.958606e-04	2.331895e-02
4.1775        	1.213905e-03	4.966175e-04	2.351391e-02
4.17786       	1.215259e-03	4.973967e-04	2.392112e-02
4.17821       	1.216674e-03	4.981120e-04	2.435283e-02
4.17857       	1.218012e-03	4.987661e-04	2.473044e-02
4.17893       	1.219356e-03	4.994204e-04	2.483421e-02
4.17929       	1.220673e-03	5.001198e-04	2.918611e-02
4.17964       	1.221549e-03	5.004831e-04	2.747202e-02
4.18          	1.222838e-03	5.008967e-04	2.615154e-02
4.18037       	1.269612e-03	5.199353e-04	2.700402e-02
4.18074       	1.270969e-03	5.205414e-04	2.564761e-02
4.18111       	1.272362e-03	5.211891e-04	2.468366e-02
4.18148       	1.273678e-03	5.218203e-04	2.450961e-02
4.18185       	1.275053e-03	5.225178e-04	2.415178e-02
4.18222       	1.276482e-03	5.232318e-04	2.408952e-02
4.18259       	1.277940e-03	5.239220e-04	2.422096e-02
4.18296       	1.279373e-03	5.246125e-04	2.611663e-02
4.18333       	1.281008e-03	5.254322e-04	2.389376e-02
4.1837        	1.282603e-03	5.261512e-04	2.393785e-02
4.18407       	1.284346e-03	5.268715e-04	2.388203e-02
4.18444       	1.286061e-03	5.276588e-04	2.396758e-02
4.18481       	1.287598e-03	5.283724e-04	2.436280e-02
4.18519       	1.289152e-03	5.290469e-04	2.460326e-02
4.18556       	1.290736e-03	5.297545e-04	2.503957e-02
4.18593       	1.292415e-03	5.305191e-04	2.560515e-02
4.1863        	1.294080e-03	5.313033e-04	2.621235e-02
4.18667       	1.295692e-03	5.320705e-04	2.675598e-02
