# Residuals   
# Time        	Ux            	Uy            	p             
8.6813        	2.329688e-03	1.825113e-03	3.497032e-02
8.68174       	2.329171e-03	1.825094e-03	3.490458e-02
8.68217       	2.328571e-03	1.825161e-03	3.544081e-02
8.68261       	2.327925e-03	1.825202e-03	3.578342e-02
8.68304       	2.327405e-03	1.825424e-03	3.626989e-02
8.68348       	2.327051e-03	1.825676e-03	3.622169e-02
8.68391       	2.326775e-03	1.825823e-03	3.630770e-02
8.68435       	2.326352e-03	1.825746e-03	3.668575e-02
8.68478       	2.325941e-03	1.825717e-03	3.653088e-02
8.68522       	2.325587e-03	1.825727e-03	3.660698e-02
8.68565       	2.325235e-03	1.825770e-03	3.615365e-02
8.68609       	2.324834e-03	1.825990e-03	3.585467e-02
8.68652       	2.324269e-03	1.826163e-03	3.562214e-02
8.68696       	2.323661e-03	1.826294e-03	3.595057e-02
8.68739       	2.323046e-03	1.826327e-03	3.625915e-02
8.68783       	2.322447e-03	1.826240e-03	3.617727e-02
8.68826       	2.321953e-03	1.826285e-03	3.631985e-02
8.6887        	2.321515e-03	1.826389e-03	3.613267e-02
8.68913       	2.320991e-03	1.826378e-03	3.616706e-02
8.68957       	2.320418e-03	1.826353e-03	3.614621e-02
8.69          	2.319829e-03	1.826367e-03	3.585558e-02
8.69042       	2.222809e-03	1.750476e-03	3.885336e-02
8.69083       	2.222392e-03	1.750578e-03	3.756818e-02
8.69125       	2.222077e-03	1.750742e-03	3.671541e-02
8.69167       	2.221720e-03	1.750589e-03	3.619423e-02
8.69208       	2.221363e-03	1.750325e-03	3.595709e-02
8.6925        	2.221095e-03	1.750319e-03	3.520356e-02
8.69292       	2.220669e-03	1.750298e-03	3.455437e-02
8.69333       	2.220117e-03	1.750214e-03	3.445491e-02
8.69375       	2.219576e-03	1.750240e-03	3.407960e-02
8.69417       	2.219020e-03	1.750229e-03	3.425252e-02
8.69458       	2.218531e-03	1.750280e-03	3.416384e-02
8.695         	2.218202e-03	1.750275e-03	3.403905e-02
8.69542       	2.217718e-03	1.750253e-03	3.369574e-02
8.69583       	2.217185e-03	1.750220e-03	3.402266e-02
8.69625       	2.216618e-03	1.750168e-03	3.424710e-02
8.69667       	2.216066e-03	1.750117e-03	3.403864e-02
8.69708       	2.215741e-03	1.750232e-03	3.386700e-02
8.6975        	2.215361e-03	1.750277e-03	3.417875e-02
8.69792       	2.214992e-03	1.750311e-03	3.422106e-02
8.69833       	2.214595e-03	1.750226e-03	3.443552e-02
8.69875       	2.214202e-03	1.750125e-03	3.433357e-02
8.69917       	2.213755e-03	1.750053e-03	3.459847e-02
8.69958       	2.213292e-03	1.750052e-03	3.432811e-02
8.7           	2.212794e-03	1.749896e-03	3.435569e-02
8.70042       	2.212160e-03	1.749587e-03	3.382456e-02
8.70083       	2.211549e-03	1.749318e-03	3.408230e-02
8.70125       	2.211029e-03	1.749126e-03	3.378838e-02
8.70167       	2.210706e-03	1.749063e-03	3.427389e-02
8.70208       	2.210344e-03	1.749140e-03	3.381044e-02
8.7025        	2.210007e-03	1.749148e-03	3.384171e-02
8.70292       	2.209539e-03	1.749167e-03	3.391049e-02
8.70333       	2.209112e-03	1.748998e-03	3.355078e-02
8.70375       	2.208725e-03	1.748906e-03	3.395568e-02
8.70417       	2.208300e-03	1.748812e-03	3.390070e-02
8.70458       	2.207966e-03	1.748812e-03	3.347051e-02
8.705         	2.207613e-03	1.748839e-03	3.336918e-02
8.70542       	2.207241e-03	1.748857e-03	3.336619e-02
8.70583       	2.206958e-03	1.748916e-03	3.366937e-02
8.70625       	2.206678e-03	1.749119e-03	3.371511e-02
8.70667       	2.206214e-03	1.749113e-03	3.359705e-02
8.70708       	2.205705e-03	1.749141e-03	3.370623e-02
8.7075        	2.205262e-03	1.749058e-03	3.386260e-02
8.70792       	2.204772e-03	1.748658e-03	3.374100e-02
8.70833       	2.204307e-03	1.748403e-03	3.362786e-02
8.70875       	2.203753e-03	1.748160e-03	3.338912e-02
8.70917       	2.203163e-03	1.748030e-03	3.318435e-02
8.70958       	2.202631e-03	1.747944e-03	3.339695e-02
8.71          	2.202190e-03	1.747921e-03	3.346740e-02
8.71043       	2.297445e-03	1.823834e-03	3.521464e-02
8.71087       	2.297149e-03	1.823851e-03	3.489835e-02
8.7113        	2.296857e-03	1.823780e-03	3.454314e-02
8.71174       	2.296522e-03	1.823632e-03	3.419343e-02
8.71217       	2.296111e-03	1.823432e-03	3.466031e-02
8.71261       	2.295666e-03	1.823279e-03	3.501871e-02
8.71304       	2.295200e-03	1.823183e-03	3.496613e-02
8.71348       	2.294614e-03	1.823064e-03	3.555903e-02
8.71391       	2.294138e-03	1.823027e-03	3.527065e-02
8.71435       	2.293834e-03	1.822896e-03	3.519514e-02
8.71478       	2.293446e-03	1.822716e-03	3.511649e-02
8.71522       	2.292814e-03	1.822385e-03	3.493417e-02
8.71565       	2.292213e-03	1.822080e-03	3.459610e-02
8.71609       	2.291695e-03	1.821662e-03	3.442839e-02
8.71652       	2.291251e-03	1.821401e-03	3.438803e-02
8.71696       	2.290790e-03	1.821034e-03	3.432163e-02
8.71739       	2.290365e-03	1.820793e-03	3.435932e-02
8.71783       	2.289906e-03	1.820569e-03	3.414832e-02
8.71826       	2.289505e-03	1.820399e-03	3.403202e-02
8.7187        	2.289122e-03	1.820289e-03	3.367515e-02
8.71913       	2.288661e-03	1.820141e-03	3.348512e-02
8.71957       	2.288155e-03	1.819983e-03	3.366927e-02
8.72          	2.287720e-03	1.819822e-03	3.371192e-02
8.72045       	2.391161e-03	1.902201e-03	3.569803e-02
8.72091       	2.390887e-03	1.901860e-03	3.555958e-02
8.72136       	2.390520e-03	1.901483e-03	3.491699e-02
8.72182       	2.390194e-03	1.901392e-03	3.516040e-02
8.72227       	2.389985e-03	1.901376e-03	3.511878e-02
8.72273       	2.389522e-03	1.901089e-03	3.534183e-02
8.72318       	2.388950e-03	1.900867e-03	3.571255e-02
8.72364       	2.388358e-03	1.900619e-03	3.555959e-02
8.72409       	2.387833e-03	1.900392e-03	3.583004e-02
8.72455       	2.387304e-03	1.900196e-03	3.558964e-02
8.725         	2.386738e-03	1.899910e-03	3.550169e-02
8.72545       	2.386246e-03	1.899636e-03	3.552244e-02
8.72591       	2.385767e-03	1.899478e-03	3.524082e-02
8.72636       	2.385250e-03	1.899323e-03	3.540215e-02
8.72682       	2.384761e-03	1.899246e-03	3.482244e-02
8.72727       	2.384243e-03	1.899000e-03	3.481369e-02
8.72773       	2.383799e-03	1.898741e-03	3.502075e-02
8.72818       	2.383467e-03	1.898573e-03	3.542293e-02
8.72864       	2.383202e-03	1.898467e-03	3.500118e-02
8.72909       	2.382932e-03	1.898440e-03	3.491340e-02
8.72955       	2.382661e-03	1.898361e-03	3.476535e-02
8.73          	2.382276e-03	1.898184e-03	3.500782e-02
8.73045       	2.381892e-03	1.898057e-03	3.476599e-02
8.73091       	2.381438e-03	1.898029e-03	3.477375e-02
8.73136       	2.380979e-03	1.897887e-03	3.482131e-02
8.73182       	2.380507e-03	1.897747e-03	3.517130e-02
8.73227       	2.380138e-03	1.897597e-03	3.474326e-02
8.73273       	2.379777e-03	1.897536e-03	3.463527e-02
8.73318       	2.379384e-03	1.897596e-03	3.430571e-02
8.73364       	2.379051e-03	1.897595e-03	3.434478e-02
8.73409       	2.378686e-03	1.897528e-03	3.388089e-02
8.73455       	2.378431e-03	1.897470e-03	3.432783e-02
8.735         	2.378176e-03	1.897414e-03	3.469468e-02
8.73545       	2.377906e-03	1.897322e-03	3.531230e-02
8.73591       	2.377628e-03	1.897190e-03	3.511815e-02
8.73636       	2.377470e-03	1.897224e-03	3.523550e-02
8.73677       	2.113511e-03	1.686908e-03	4.999952e-02
8.73717       	2.113123e-03	1.687130e-03	4.246393e-02
8.73758       	2.112703e-03	1.687392e-03	3.801398e-02
8.73798       	2.112374e-03	1.687662e-03	3.501883e-02
8.73838       	2.112151e-03	1.687840e-03	3.312853e-02
8.73879       	2.112005e-03	1.687845e-03	3.246839e-02
8.73919       	2.111878e-03	1.687851e-03	3.214709e-02
8.7396        	2.111750e-03	1.687851e-03	3.221284e-02
8.74          	2.111699e-03	1.687853e-03	3.209166e-02
8.74043       	2.272080e-03	1.816032e-03	3.820746e-02
8.74087       	2.272047e-03	1.815792e-03	3.616184e-02
8.7413        	2.271990e-03	1.815630e-03	3.498647e-02
8.74174       	2.271847e-03	1.815500e-03	3.456961e-02
8.74217       	2.271694e-03	1.815359e-03	3.454700e-02
8.74261       	2.271455e-03	1.815155e-03	3.453035e-02
8.74304       	2.271208e-03	1.814991e-03	3.459260e-02
8.74348       	2.270908e-03	1.814831e-03	3.509344e-02
8.74391       	2.270689e-03	1.814802e-03	3.424981e-02
8.74435       	2.270427e-03	1.814828e-03	3.430151e-02
8.74478       	2.270117e-03	1.814776e-03	3.416531e-02
8.74522       	2.269855e-03	1.814737e-03	3.362904e-02
8.74565       	2.269621e-03	1.814605e-03	3.334039e-02
8.74609       	2.269302e-03	1.814569e-03	3.332068e-02
8.74648       	2.042491e-03	1.633365e-03	4.549065e-02
8.74687       	2.042292e-03	1.633740e-03	3.913789e-02
8.74726       	2.042086e-03	1.633935e-03	3.500804e-02
8.74765       	2.042014e-03	1.634130e-03	3.258815e-02
8.74804       	2.041868e-03	1.634204e-03	3.120645e-02
8.74843       	2.041773e-03	1.634275e-03	3.053237e-02
8.74883       	2.041789e-03	1.634255e-03	3.033482e-02
8.74922       	2.041782e-03	1.634106e-03	2.994528e-02
8.74961       	2.041765e-03	1.633885e-03	3.061428e-02
8.75          	2.041735e-03	1.633731e-03	3.121399e-02
8.75042       	2.173902e-03	1.739369e-03	3.575437e-02
8.75083       	2.173959e-03	1.739174e-03	3.442758e-02
8.75125       	2.174033e-03	1.739147e-03	3.398060e-02
8.75167       	2.173945e-03	1.738925e-03	3.313007e-02
8.75208       	2.173789e-03	1.738765e-03	3.299641e-02
8.7525        	2.173655e-03	1.738746e-03	3.267479e-02
8.75292       	2.173420e-03	1.738767e-03	3.264325e-02
8.75333       	2.173196e-03	1.738831e-03	3.266552e-02
8.75375       	2.173143e-03	1.738988e-03	3.237617e-02
8.75417       	2.172910e-03	1.738901e-03	3.242853e-02
8.75458       	2.172676e-03	1.738853e-03	3.220258e-02
8.755         	2.172443e-03	1.738724e-03	3.224998e-02
8.75542       	2.172212e-03	1.738564e-03	3.186906e-02
8.75583       	2.172015e-03	1.738462e-03	3.190429e-02
8.75625       	2.171919e-03	1.738332e-03	3.185701e-02
8.75667       	2.171763e-03	1.738157e-03	3.209895e-02
8.75704       	1.930607e-03	1.545154e-03	4.799102e-02
8.75741       	1.930322e-03	1.545485e-03	4.014775e-02
8.75778       	1.930270e-03	1.545848e-03	3.558348e-02
8.75815       	1.930380e-03	1.546123e-03	3.269520e-02
8.75852       	1.930556e-03	1.546224e-03	3.128351e-02
8.75889       	1.930695e-03	1.546205e-03	3.036419e-02
8.75926       	1.930799e-03	1.546121e-03	2.980316e-02
8.75963       	1.930869e-03	1.546009e-03	2.965482e-02
8.76          	1.930910e-03	1.546000e-03	2.970226e-02
8.7604        	2.085286e-03	1.669626e-03	3.723408e-02
8.7608        	2.085397e-03	1.669292e-03	3.468320e-02
8.7612        	2.085468e-03	1.668998e-03	3.308021e-02
8.7616        	2.085407e-03	1.668738e-03	3.203432e-02
8.762         	2.085229e-03	1.668512e-03	3.151599e-02
8.7624        	2.085010e-03	1.668351e-03	3.121355e-02
8.7628        	2.084729e-03	1.668193e-03	3.078994e-02
8.7632        	2.084453e-03	1.668164e-03	3.082539e-02
8.7636        	2.084262e-03	1.668111e-03	3.050445e-02
8.764         	2.084113e-03	1.668063e-03	3.078944e-02
8.7644        	2.084083e-03	1.668118e-03	3.135936e-02
8.7648        	2.084245e-03	1.668267e-03	3.092164e-02
8.7652        	2.084402e-03	1.668226e-03	3.114582e-02
8.76557       	1.924348e-03	1.540102e-03	4.007664e-02
8.76594       	1.924311e-03	1.540282e-03	3.523319e-02
8.76631       	1.924310e-03	1.540322e-03	3.264742e-02
8.76668       	1.924415e-03	1.540359e-03	3.068646e-02
8.76705       	1.924612e-03	1.540539e-03	2.965994e-02
8.76742       	1.924732e-03	1.540532e-03	2.932497e-02
8.76778       	1.924911e-03	1.540438e-03	2.952820e-02
8.76815       	1.925142e-03	1.540312e-03	2.904139e-02
8.76852       	1.925292e-03	1.540155e-03	2.908326e-02
8.76889       	1.925440e-03	1.540053e-03	2.863161e-02
8.76926       	1.925524e-03	1.539986e-03	2.853429e-02
8.76963       	1.925536e-03	1.539992e-03	2.862422e-02
8.77          	1.925465e-03	1.540033e-03	2.849085e-02
8.77038       	2.005565e-03	1.604151e-03	3.101963e-02
8.77077       	2.005661e-03	1.604121e-03	3.005936e-02
8.77115       	2.005755e-03	1.604125e-03	3.010185e-02
8.77154       	2.005900e-03	1.604194e-03	2.954503e-02
8.77192       	2.005961e-03	1.604086e-03	2.990469e-02
8.77231       	2.006047e-03	1.603937e-03	3.022880e-02
8.77269       	2.006223e-03	1.603975e-03	2.965292e-02
8.77308       	2.006297e-03	1.603845e-03	3.016049e-02
8.77346       	2.006357e-03	1.603732e-03	3.039451e-02
8.77385       	2.006475e-03	1.603683e-03	2.997821e-02
8.77423       	2.006621e-03	1.603656e-03	3.010996e-02
8.77459       	1.881449e-03	1.503568e-03	3.702353e-02
8.77495       	1.881494e-03	1.503706e-03	3.374709e-02
8.77531       	1.881739e-03	1.503848e-03	3.139196e-02
8.77567       	1.881916e-03	1.503907e-03	2.990026e-02
8.77603       	1.882105e-03	1.503873e-03	2.929731e-02
8.77639       	1.882299e-03	1.503867e-03	2.889644e-02
8.77675       	1.882433e-03	1.503930e-03	2.888432e-02
8.77712       	1.882485e-03	1.504023e-03	2.871590e-02
8.77748       	1.882565e-03	1.504088e-03	2.877558e-02
8.77784       	1.882731e-03	1.504125e-03	2.925727e-02
8.7782        	1.882945e-03	1.504261e-03	2.934149e-02
8.77856       	1.883113e-03	1.504242e-03	2.966656e-02
8.77892       	1.883315e-03	1.504187e-03	2.987949e-02
8.77928       	1.883489e-03	1.504078e-03	3.004734e-02
8.77964       	1.883677e-03	1.504082e-03	2.994099e-02
8.78          	1.883878e-03	1.504050e-03	3.033656e-02
8.78037       	1.935111e-03	1.544819e-03	3.149839e-02
8.78074       	1.935198e-03	1.544590e-03	3.103803e-02
8.78111       	1.935343e-03	1.544514e-03	3.081664e-02
8.78148       	1.935516e-03	1.544531e-03	3.077469e-02
8.78185       	1.935662e-03	1.544561e-03	3.094232e-02
8.78222       	1.935823e-03	1.544528e-03	3.079443e-02
8.78259       	1.935965e-03	1.544441e-03	3.103515e-02
8.78296       	1.936113e-03	1.544383e-03	3.095133e-02
8.78333       	1.936257e-03	1.544318e-03	3.094505e-02
8.7837        	1.936376e-03	1.544306e-03	3.068843e-02
8.78407       	1.936530e-03	1.544404e-03	3.107351e-02
8.78444       	1.936653e-03	1.544427e-03	3.117339e-02
8.78481       	1.936945e-03	1.544592e-03	3.095167e-02
8.78519       	1.937238e-03	1.544735e-03	3.063194e-02
8.78556       	1.937515e-03	1.544872e-03	3.076061e-02
8.78593       	1.937760e-03	1.544942e-03	3.080860e-02
8.7863        	1.937944e-03	1.545014e-03	3.073960e-02
8.78667       	1.938066e-03	1.544976e-03	3.039497e-02
8.78704       	1.938338e-03	1.545039e-03	3.031609e-02
8.78741       	1.938514e-03	1.544918e-03	3.042231e-02
8.78778       	1.938705e-03	1.544704e-03	3.036927e-02
8.78815       	1.938878e-03	1.544574e-03	3.016288e-02
8.78852       	1.939091e-03	1.544563e-03	3.019886e-02
8.78889       	1.939330e-03	1.544512e-03	3.023918e-02
8.78926       	1.939557e-03	1.544517e-03	3.074123e-02
8.78963       	1.939784e-03	1.544567e-03	3.054657e-02
8.79          	1.940066e-03	1.544578e-03	3.092260e-02
8.79037       	1.940341e-03	1.544703e-03	3.043364e-02
8.79074       	1.940596e-03	1.544840e-03	3.056199e-02
8.79111       	1.940867e-03	1.544998e-03	3.135625e-02
8.79148       	1.941132e-03	1.545233e-03	3.124259e-02
8.79185       	1.941445e-03	1.545473e-03	3.109760e-02
8.79222       	1.941667e-03	1.545694e-03	3.133909e-02
8.79259       	1.941830e-03	1.545881e-03	3.163379e-02
8.79296       	1.941898e-03	1.545965e-03	3.159073e-02
8.79333       	1.941982e-03	1.545929e-03	3.134943e-02
8.7937        	1.942094e-03	1.545839e-03	3.162009e-02
8.79407       	1.942329e-03	1.545886e-03	3.152554e-02
8.79444       	1.942524e-03	1.545778e-03	3.161566e-02
8.79481       	1.942674e-03	1.545611e-03	3.171582e-02
8.79519       	1.942819e-03	1.545549e-03	3.129798e-02
8.79556       	1.942928e-03	1.545438e-03	3.100963e-02
8.79593       	1.943143e-03	1.545335e-03	3.109354e-02
8.7963        	1.943423e-03	1.545305e-03	3.124899e-02
8.79667       	1.943711e-03	1.545327e-03	3.132973e-02
8.79704       	1.944013e-03	1.545278e-03	3.141832e-02
8.79741       	1.944358e-03	1.545287e-03	3.158841e-02
8.79778       	1.944682e-03	1.545356e-03	3.146201e-02
8.79815       	1.945047e-03	1.545520e-03	3.107377e-02
8.79852       	1.945376e-03	1.545686e-03	3.057973e-02
8.79889       	1.945617e-03	1.545772e-03	3.088527e-02
8.79926       	1.945823e-03	1.545790e-03	3.089951e-02
8.79963       	1.945919e-03	1.545858e-03	3.139295e-02
8.8           	1.946037e-03	1.545925e-03	3.090283e-02
8.80037       	1.946205e-03	1.546020e-03	3.112723e-02
8.80074       	1.946352e-03	1.546007e-03	3.126910e-02
8.80111       	1.946439e-03	1.545814e-03	3.114538e-02
8.80148       	1.946609e-03	1.545671e-03	3.129294e-02
8.80185       	1.946774e-03	1.545479e-03	3.126741e-02
8.80222       	1.946964e-03	1.545301e-03	3.087852e-02
8.80259       	1.947123e-03	1.545129e-03	3.093223e-02
8.80296       	1.947307e-03	1.545080e-03	3.104012e-02
8.80333       	1.947522e-03	1.545074e-03	3.105121e-02
8.8037        	1.947753e-03	1.545026e-03	3.111358e-02
8.80407       	1.947986e-03	1.545042e-03	3.090588e-02
8.80444       	1.948320e-03	1.545024e-03	3.130757e-02
8.80481       	1.948677e-03	1.545020e-03	3.075304e-02
8.80519       	1.949079e-03	1.545089e-03	3.076280e-02
8.80556       	1.949462e-03	1.545208e-03	3.068766e-02
8.8059        	1.799916e-03	1.426481e-03	4.033743e-02
8.80624       	1.800066e-03	1.426681e-03	3.591900e-02
8.80658       	1.800159e-03	1.426978e-03	3.303631e-02
8.80692       	1.800331e-03	1.427178e-03	3.105706e-02
8.80726       	1.800577e-03	1.427256e-03	2.976344e-02
8.80761       	1.800790e-03	1.427133e-03	2.965950e-02
8.80795       	1.801024e-03	1.426967e-03	2.923129e-02
8.80829       	1.801361e-03	1.426910e-03	2.921506e-02
8.80863       	1.801628e-03	1.426867e-03	2.932363e-02
8.80897       	1.801838e-03	1.426702e-03	2.921165e-02
8.80932       	1.802032e-03	1.426475e-03	2.906467e-02
8.80966       	1.802209e-03	1.426339e-03	2.933563e-02
8.81          	1.802356e-03	1.426272e-03	2.924510e-02
8.81036       	1.882907e-03	1.489766e-03	3.233139e-02
8.81071       	1.883151e-03	1.489644e-03	3.109944e-02
8.81107       	1.883364e-03	1.489628e-03	3.073577e-02
8.81143       	1.883591e-03	1.489580e-03	3.023408e-02
8.81179       	1.883798e-03	1.489544e-03	3.027805e-02
8.81214       	1.884002e-03	1.489547e-03	2.987041e-02
8.8125        	1.884149e-03	1.489652e-03	3.043290e-02
8.81286       	1.884254e-03	1.489839e-03	3.028015e-02
8.81321       	1.884333e-03	1.489997e-03	3.054493e-02
8.81357       	1.884458e-03	1.490164e-03	3.032858e-02
8.81393       	1.884582e-03	1.490278e-03	3.016004e-02
8.81429       	1.884633e-03	1.490279e-03	2.991577e-02
8.81464       	1.884755e-03	1.490258e-03	2.947682e-02
8.815         	1.884889e-03	1.490149e-03	2.941529e-02
8.81536       	1.885042e-03	1.490089e-03	2.935832e-02
8.81571       	1.885176e-03	1.490018e-03	2.931433e-02
8.81607       	1.885240e-03	1.489748e-03	2.914173e-02
8.81643       	1.885325e-03	1.489508e-03	2.950638e-02
8.81679       	1.885426e-03	1.489305e-03	2.936998e-02
8.81714       	1.885607e-03	1.489045e-03	2.922493e-02
8.8175        	1.885815e-03	1.488924e-03	2.940389e-02
8.81786       	1.886015e-03	1.488833e-03	2.938959e-02
8.81821       	1.886217e-03	1.488661e-03	2.903036e-02
8.81857       	1.886352e-03	1.488472e-03	2.942894e-02
8.81893       	1.886562e-03	1.488328e-03	2.919545e-02
8.81929       	1.886790e-03	1.488168e-03	2.922194e-02
8.81964       	1.886964e-03	1.488082e-03	2.971370e-02
8.82          	1.887103e-03	1.487998e-03	2.974436e-02
8.82036       	1.887259e-03	1.487980e-03	2.984349e-02
8.82071       	1.887332e-03	1.487826e-03	2.936562e-02
8.82107       	1.887320e-03	1.487535e-03	2.910677e-02
8.82143       	1.887360e-03	1.487275e-03	2.886223e-02
8.82179       	1.887402e-03	1.487015e-03	2.879216e-02
8.82214       	1.887424e-03	1.486738e-03	2.872833e-02
8.8225        	1.887488e-03	1.486506e-03	2.854730e-02
8.82286       	1.887615e-03	1.486183e-03	2.839382e-02
8.82321       	1.887680e-03	1.485799e-03	2.834932e-02
8.82355       	1.793521e-03	1.411295e-03	3.304218e-02
8.82389       	1.793655e-03	1.411194e-03	3.054741e-02
8.82423       	1.793840e-03	1.411152e-03	2.952307e-02
8.82457       	1.794071e-03	1.411144e-03	2.899814e-02
8.82491       	1.794301e-03	1.411094e-03	2.837302e-02
8.82525       	1.794491e-03	1.411032e-03	2.785735e-02
8.82559       	1.794674e-03	1.410918e-03	2.747607e-02
8.82593       	1.794801e-03	1.410755e-03	2.756328e-02
8.82627       	1.794858e-03	1.410592e-03	2.772271e-02
8.82661       	1.794951e-03	1.410556e-03	2.806825e-02
8.82695       	1.795042e-03	1.410554e-03	2.795507e-02
8.82729       	1.795121e-03	1.410487e-03	2.770731e-02
8.82763       	1.795172e-03	1.410303e-03	2.739289e-02
8.82796       	1.795202e-03	1.410177e-03	2.745986e-02
8.8283        	1.795184e-03	1.410093e-03	2.788496e-02
8.82864       	1.795213e-03	1.410081e-03	2.782701e-02
8.82898       	1.795312e-03	1.410046e-03	2.686973e-02
8.82932       	1.795382e-03	1.409802e-03	2.713149e-02
8.82966       	1.795505e-03	1.409543e-03	2.701245e-02
8.83          	1.795720e-03	1.409333e-03	2.729851e-02
8.83034       	1.825173e-03	1.432048e-03	2.774872e-02
8.83069       	1.825320e-03	1.431731e-03	2.777372e-02
8.83103       	1.825543e-03	1.431476e-03	2.774248e-02
8.83138       	1.825853e-03	1.431357e-03	2.759870e-02
8.83172       	1.826136e-03	1.431175e-03	2.780453e-02
8.83207       	1.826347e-03	1.431004e-03	2.802499e-02
8.83241       	1.826493e-03	1.430829e-03	2.789894e-02
8.83276       	1.826487e-03	1.430605e-03	2.758119e-02
8.8331        	1.826515e-03	1.430386e-03	2.746284e-02
8.83345       	1.826541e-03	1.430188e-03	2.730959e-02
8.83379       	1.826637e-03	1.430061e-03	2.731389e-02
8.83414       	1.826692e-03	1.429783e-03	2.713082e-02
8.83448       	1.826821e-03	1.429560e-03	2.710930e-02
8.83483       	1.826948e-03	1.429323e-03	2.711936e-02
8.83517       	1.827052e-03	1.429092e-03	2.708730e-02
8.83552       	1.827213e-03	1.428930e-03	2.682581e-02
8.83586       	1.827437e-03	1.428797e-03	2.665826e-02
8.83621       	1.827717e-03	1.428545e-03	2.676710e-02
8.83655       	1.828021e-03	1.428389e-03	2.692392e-02
8.8369        	1.828328e-03	1.428254e-03	2.666459e-02
8.83724       	1.828568e-03	1.428143e-03	2.712090e-02
8.83759       	1.828707e-03	1.427938e-03	2.761251e-02
8.83793       	1.828919e-03	1.427741e-03	2.755393e-02
8.83828       	1.829106e-03	1.427515e-03	2.725427e-02
8.83862       	1.829277e-03	1.427307e-03	2.703197e-02
8.83897       	1.829462e-03	1.427079e-03	2.730703e-02
8.83931       	1.829624e-03	1.426845e-03	2.740012e-02
8.83966       	1.829775e-03	1.426678e-03	2.727234e-02
8.84          	1.829953e-03	1.426588e-03	2.703709e-02
8.84034       	1.830122e-03	1.426508e-03	2.713446e-02
8.84069       	1.830309e-03	1.426367e-03	2.675663e-02
8.84103       	1.830461e-03	1.426085e-03	2.679530e-02
8.84138       	1.830639e-03	1.425873e-03	2.686204e-02
8.84172       	1.830812e-03	1.425685e-03	2.707826e-02
8.84207       	1.830991e-03	1.425497e-03	2.714522e-02
8.84241       	1.831198e-03	1.425354e-03	2.716027e-02
8.84276       	1.831474e-03	1.425183e-03	2.697531e-02
8.8431        	1.831757e-03	1.424933e-03	2.680058e-02
8.84343       	1.744877e-03	1.356882e-03	3.122903e-02
8.84376       	1.745078e-03	1.356780e-03	2.857793e-02
8.84409       	1.745296e-03	1.356662e-03	2.686491e-02
8.84442       	1.745472e-03	1.356495e-03	2.647028e-02
8.84475       	1.745627e-03	1.356281e-03	2.568254e-02
8.84507       	1.745759e-03	1.356035e-03	2.571986e-02
8.8454        	1.745886e-03	1.355904e-03	2.578087e-02
8.84573       	1.745993e-03	1.355746e-03	2.625436e-02
8.84606       	1.746071e-03	1.355548e-03	2.623458e-02
8.84639       	1.746219e-03	1.355390e-03	2.628141e-02
8.84672       	1.746419e-03	1.355320e-03	2.572823e-02
8.84704       	1.746642e-03	1.355339e-03	2.580308e-02
8.84737       	1.746770e-03	1.355213e-03	2.565100e-02
8.8477        	1.746891e-03	1.355098e-03	2.548729e-02
8.84803       	1.747066e-03	1.355027e-03	2.552992e-02
8.84836       	1.747239e-03	1.354876e-03	2.585702e-02
8.84869       	1.747390e-03	1.354722e-03	2.585380e-02
8.84901       	1.747528e-03	1.354646e-03	2.567195e-02
8.84934       	1.747734e-03	1.354546e-03	2.558418e-02
8.84967       	1.748005e-03	1.354432e-03	2.556637e-02
8.85          	1.748288e-03	1.354235e-03	2.559258e-02
8.85033       	1.774768e-03	1.374340e-03	2.569494e-02
8.85067       	1.774963e-03	1.374160e-03	2.533431e-02
8.851         	1.775118e-03	1.373962e-03	2.559517e-02
8.85133       	1.775409e-03	1.373929e-03	2.494029e-02
8.85167       	1.775610e-03	1.373733e-03	2.472892e-02
8.85199       	1.707527e-03	1.320746e-03	2.746227e-02
8.85231       	1.707630e-03	1.320588e-03	2.629041e-02
8.85263       	1.707737e-03	1.320453e-03	2.522878e-02
8.85295       	1.707868e-03	1.320280e-03	2.514066e-02
8.85327       	1.708004e-03	1.320119e-03	2.500858e-02
8.85359       	1.708157e-03	1.320023e-03	2.501302e-02
8.85391       	1.708369e-03	1.319980e-03	2.475915e-02
8.85423       	1.708501e-03	1.319932e-03	2.455240e-02
8.85455       	1.708598e-03	1.319879e-03	2.456045e-02
8.85487       	1.708706e-03	1.319732e-03	2.474884e-02
8.85519       	1.708833e-03	1.319580e-03	2.510501e-02
8.85551       	1.708959e-03	1.319428e-03	2.485182e-02
8.85583       	1.709136e-03	1.319261e-03	2.491312e-02
8.85615       	1.709357e-03	1.319104e-03	2.481836e-02
8.85647       	1.709642e-03	1.318986e-03	2.480325e-02
8.85679       	1.709929e-03	1.318857e-03	2.457653e-02
8.85712       	1.710201e-03	1.318749e-03	2.420018e-02
8.85744       	1.710371e-03	1.318642e-03	2.427494e-02
8.85776       	1.710531e-03	1.318536e-03	2.454223e-02
8.85808       	1.710724e-03	1.318507e-03	2.436169e-02
8.8584        	1.710946e-03	1.318526e-03	2.443155e-02
8.85872       	1.711119e-03	1.318601e-03	2.445460e-02
8.85904       	1.711195e-03	1.318494e-03	2.445169e-02
8.85936       	1.711253e-03	1.318364e-03	2.442260e-02
