# Residuals   
# Time        	Ux            	Uy            	p             
8.11042       	2.210619e-03	1.758769e-03	3.220776e-02
8.11083       	2.210850e-03	1.758873e-03	3.159279e-02
8.11125       	2.210871e-03	1.758869e-03	3.146950e-02
8.11167       	2.210845e-03	1.758836e-03	3.144323e-02
8.11208       	2.210779e-03	1.758772e-03	3.153699e-02
8.1125        	2.210726e-03	1.758876e-03	3.179485e-02
8.11292       	2.210639e-03	1.759053e-03	3.165361e-02
8.11333       	2.210484e-03	1.759053e-03	3.150224e-02
8.11375       	2.210292e-03	1.759085e-03	3.221777e-02
8.11417       	2.210084e-03	1.759026e-03	3.200086e-02
8.11458       	2.209962e-03	1.758980e-03	3.205313e-02
8.115         	2.209877e-03	1.758920e-03	3.161659e-02
8.11542       	2.209794e-03	1.758916e-03	3.155695e-02
8.11583       	2.209817e-03	1.758999e-03	3.141452e-02
8.11625       	2.209927e-03	1.759060e-03	3.142593e-02
8.11667       	2.209987e-03	1.759107e-03	3.145237e-02
8.11708       	2.210105e-03	1.759198e-03	3.141249e-02
8.1175        	2.210288e-03	1.759403e-03	3.138438e-02
8.11792       	2.210382e-03	1.759439e-03	3.185766e-02
8.11833       	2.210488e-03	1.759565e-03	3.109537e-02
8.11875       	2.210565e-03	1.759677e-03	3.089582e-02
8.11917       	2.210598e-03	1.759829e-03	3.079905e-02
8.11958       	2.210651e-03	1.760033e-03	3.115748e-02
8.12          	2.210641e-03	1.760236e-03	3.135766e-02
8.12042       	2.210523e-03	1.760361e-03	3.112354e-02
8.12083       	2.210439e-03	1.760558e-03	3.165871e-02
8.12125       	2.210310e-03	1.760742e-03	3.082450e-02
8.12167       	2.210199e-03	1.760862e-03	3.081279e-02
8.12208       	2.210110e-03	1.760843e-03	3.082810e-02
8.1225        	2.210079e-03	1.760882e-03	3.063493e-02
8.12292       	2.210063e-03	1.760929e-03	3.094692e-02
8.12333       	2.210092e-03	1.760862e-03	3.078968e-02
8.12375       	2.210106e-03	1.760915e-03	3.091013e-02
8.12417       	2.210169e-03	1.760952e-03	3.104628e-02
8.12458       	2.210250e-03	1.761016e-03	3.104582e-02
8.125         	2.210384e-03	1.761192e-03	3.126156e-02
8.12542       	2.210559e-03	1.761444e-03	3.084757e-02
8.12583       	2.210665e-03	1.761659e-03	3.098119e-02
8.12625       	2.210806e-03	1.761923e-03	3.095070e-02
8.12667       	2.210880e-03	1.761998e-03	3.127549e-02
8.12708       	2.210883e-03	1.762131e-03	3.122933e-02
8.1275        	2.210698e-03	1.762180e-03	3.109159e-02
8.12792       	2.210514e-03	1.762340e-03	3.107687e-02
8.12833       	2.210318e-03	1.762331e-03	3.089437e-02
8.12875       	2.210214e-03	1.762436e-03	3.071058e-02
8.12917       	2.210144e-03	1.762527e-03	3.104469e-02
8.12958       	2.210032e-03	1.762576e-03	3.080171e-02
8.13          	2.210032e-03	1.762765e-03	3.090782e-02
8.13043       	2.306035e-03	1.839380e-03	3.341121e-02
8.13087       	2.306153e-03	1.839339e-03	3.253730e-02
8.1313        	2.306297e-03	1.839243e-03	3.207177e-02
8.13174       	2.306406e-03	1.839154e-03	3.211832e-02
8.13217       	2.306463e-03	1.839169e-03	3.240765e-02
8.13261       	2.306540e-03	1.839213e-03	3.210616e-02
8.13304       	2.306519e-03	1.839173e-03	3.219479e-02
8.13348       	2.306520e-03	1.839319e-03	3.278024e-02
8.13391       	2.306582e-03	1.839500e-03	3.283876e-02
8.13435       	2.306501e-03	1.839498e-03	3.199939e-02
8.13478       	2.306392e-03	1.839511e-03	3.208523e-02
8.13522       	2.306195e-03	1.839507e-03	3.210263e-02
8.13565       	2.306028e-03	1.839385e-03	3.180384e-02
8.13609       	2.305865e-03	1.839368e-03	3.176963e-02
8.13652       	2.305708e-03	1.839397e-03	3.171694e-02
8.13696       	2.305656e-03	1.839627e-03	3.134043e-02
8.13739       	2.305673e-03	1.839689e-03	3.163070e-02
8.13783       	2.305833e-03	1.839659e-03	3.179477e-02
8.13826       	2.305891e-03	1.839503e-03	3.178910e-02
8.1387        	2.306001e-03	1.839499e-03	3.182916e-02
8.13913       	2.305987e-03	1.839593e-03	3.233990e-02
8.13957       	2.305923e-03	1.839613e-03	3.212845e-02
8.14          	2.305754e-03	1.839521e-03	3.201839e-02
8.14043       	2.305520e-03	1.839431e-03	3.146062e-02
8.14087       	2.305261e-03	1.839287e-03	3.148081e-02
8.1413        	2.305073e-03	1.839296e-03	3.212036e-02
8.14174       	2.304837e-03	1.839230e-03	3.217220e-02
8.14217       	2.304597e-03	1.839185e-03	3.192910e-02
8.14261       	2.304316e-03	1.839037e-03	3.192988e-02
8.14304       	2.304120e-03	1.839027e-03	3.178978e-02
8.14348       	2.304017e-03	1.838952e-03	3.142632e-02
8.14391       	2.303968e-03	1.838837e-03	3.124790e-02
8.14435       	2.303959e-03	1.838767e-03	3.108358e-02
8.14478       	2.304080e-03	1.838621e-03	3.091348e-02
8.14522       	2.304175e-03	1.838508e-03	3.117195e-02
8.14565       	2.304259e-03	1.838393e-03	3.154450e-02
8.14609       	2.304395e-03	1.838350e-03	3.230774e-02
8.14652       	2.304485e-03	1.838388e-03	3.264433e-02
8.14696       	2.304495e-03	1.838310e-03	3.169207e-02
8.14739       	2.304483e-03	1.838144e-03	3.186693e-02
8.14783       	2.304424e-03	1.838082e-03	3.190913e-02
8.14826       	2.304360e-03	1.838115e-03	3.211406e-02
8.1487        	2.304301e-03	1.838143e-03	3.162704e-02
8.14913       	2.304154e-03	1.838233e-03	3.155507e-02
8.14957       	2.303898e-03	1.838260e-03	3.156257e-02
8.15          	2.303736e-03	1.838259e-03	3.124844e-02
8.15043       	2.303555e-03	1.838231e-03	3.114604e-02
8.15087       	2.303366e-03	1.838064e-03	3.127045e-02
8.1513        	2.303287e-03	1.838020e-03	3.091043e-02
8.15174       	2.303240e-03	1.837917e-03	3.059947e-02
8.15217       	2.303254e-03	1.837739e-03	3.065553e-02
8.15261       	2.303354e-03	1.837519e-03	3.087113e-02
8.15304       	2.303321e-03	1.837421e-03	3.108168e-02
8.15348       	2.303291e-03	1.837225e-03	3.072646e-02
8.15391       	2.303306e-03	1.837113e-03	3.103493e-02
8.15435       	2.303334e-03	1.837002e-03	3.087857e-02
8.15475       	2.138931e-03	1.705845e-03	3.739576e-02
8.15516       	2.138807e-03	1.705790e-03	3.453075e-02
8.15556       	2.138656e-03	1.705674e-03	3.213063e-02
8.15596       	2.138595e-03	1.705856e-03	3.084164e-02
8.15637       	2.138554e-03	1.706087e-03	3.028672e-02
8.15677       	2.138478e-03	1.706217e-03	2.974609e-02
8.15717       	2.138358e-03	1.706300e-03	2.960655e-02
8.15758       	2.138211e-03	1.706224e-03	2.947701e-02
8.15798       	2.138119e-03	1.706250e-03	2.948513e-02
8.15839       	2.138000e-03	1.706314e-03	2.935700e-02
8.15879       	2.137972e-03	1.706284e-03	2.920436e-02
8.15919       	2.138003e-03	1.706231e-03	2.904250e-02
8.1596        	2.138055e-03	1.706038e-03	2.935328e-02
8.16          	2.138096e-03	1.705900e-03	2.945989e-02
8.16042       	2.206544e-03	1.760469e-03	3.088372e-02
8.16083       	2.206632e-03	1.760495e-03	3.058947e-02
8.16125       	2.206629e-03	1.760626e-03	3.027728e-02
8.16167       	2.206550e-03	1.760667e-03	3.070895e-02
8.16208       	2.206430e-03	1.760778e-03	3.045989e-02
8.1625        	2.206284e-03	1.760914e-03	3.028262e-02
8.16292       	2.206149e-03	1.761056e-03	3.003361e-02
8.16333       	2.206100e-03	1.761176e-03	3.044391e-02
8.16375       	2.206046e-03	1.761202e-03	3.050275e-02
8.16417       	2.206032e-03	1.761449e-03	3.035085e-02
8.16458       	2.205885e-03	1.761620e-03	3.030001e-02
8.165         	2.205761e-03	1.761678e-03	3.041499e-02
8.16542       	2.205646e-03	1.761773e-03	3.033900e-02
8.16583       	2.205547e-03	1.761911e-03	2.976876e-02
8.16625       	2.205482e-03	1.761717e-03	2.973906e-02
8.16667       	2.205429e-03	1.761567e-03	2.971237e-02
8.16708       	2.205446e-03	1.761549e-03	2.999778e-02
8.1675        	2.205426e-03	1.761603e-03	2.982485e-02
8.16792       	2.205367e-03	1.761663e-03	3.007166e-02
8.16833       	2.205251e-03	1.761791e-03	3.007104e-02
8.16875       	2.205074e-03	1.761899e-03	2.998659e-02
8.16917       	2.204922e-03	1.762131e-03	2.999631e-02
8.16958       	2.204715e-03	1.762114e-03	3.001082e-02
8.17          	2.204515e-03	1.762083e-03	2.997371e-02
8.17042       	2.204390e-03	1.762053e-03	3.017453e-02
8.17083       	2.204336e-03	1.762007e-03	3.025539e-02
8.17125       	2.204198e-03	1.762157e-03	3.005537e-02
8.17165       	2.103966e-03	1.682287e-03	3.346664e-02
8.17205       	2.103843e-03	1.682474e-03	3.106727e-02
8.17244       	2.103699e-03	1.682397e-03	3.019429e-02
8.17284       	2.103618e-03	1.682341e-03	2.942957e-02
8.17324       	2.103547e-03	1.682385e-03	2.949813e-02
8.17364       	2.103547e-03	1.682378e-03	2.927122e-02
8.17403       	2.103552e-03	1.682309e-03	2.930014e-02
8.17443       	2.103522e-03	1.682367e-03	2.894386e-02
8.17483       	2.103417e-03	1.682450e-03	2.888322e-02
8.17523       	2.103224e-03	1.682447e-03	2.898230e-02
8.17562       	2.103052e-03	1.682425e-03	2.913933e-02
8.17602       	2.102880e-03	1.682402e-03	2.895279e-02
8.17642       	2.102709e-03	1.682242e-03	2.907781e-02
8.17682       	2.102588e-03	1.682120e-03	2.889635e-02
8.17722       	2.102405e-03	1.682046e-03	2.892841e-02
8.17761       	2.102262e-03	1.682014e-03	2.891320e-02
8.17801       	2.102085e-03	1.682055e-03	2.883272e-02
8.17841       	2.101951e-03	1.682258e-03	2.860167e-02
8.17881       	2.101869e-03	1.682251e-03	2.864365e-02
8.1792        	2.101864e-03	1.682192e-03	2.847895e-02
8.1796        	2.101831e-03	1.682262e-03	2.843449e-02
8.18          	2.101868e-03	1.682348e-03	2.827091e-02
8.1804        	2.113855e-03	1.691940e-03	2.828992e-02
8.1808        	2.113786e-03	1.691984e-03	2.834957e-02
8.1812        	2.113692e-03	1.692022e-03	2.873006e-02
8.1816        	2.113616e-03	1.692120e-03	2.858288e-02
8.182         	2.113418e-03	1.692129e-03	2.856626e-02
8.1824        	2.113261e-03	1.692040e-03	2.854002e-02
8.1828        	2.113167e-03	1.691950e-03	2.843847e-02
8.1832        	2.113009e-03	1.691818e-03	2.830644e-02
8.1836        	2.112826e-03	1.691664e-03	2.831945e-02
8.184         	2.112603e-03	1.691561e-03	2.792282e-02
8.1844        	2.112380e-03	1.691500e-03	2.839825e-02
8.1848        	2.112117e-03	1.691520e-03	2.812547e-02
8.1852        	2.111913e-03	1.691563e-03	2.834938e-02
8.18557       	1.949428e-03	1.561534e-03	3.586977e-02
8.18594       	1.949302e-03	1.561646e-03	3.199572e-02
8.18631       	1.949290e-03	1.561775e-03	2.983938e-02
8.18668       	1.949253e-03	1.561796e-03	2.859442e-02
8.18705       	1.949186e-03	1.561869e-03	2.770359e-02
8.18742       	1.949153e-03	1.561992e-03	2.722414e-02
8.18778       	1.949141e-03	1.562066e-03	2.705254e-02
8.18815       	1.949086e-03	1.562178e-03	2.686940e-02
8.18852       	1.949092e-03	1.562188e-03	2.698485e-02
8.18889       	1.949083e-03	1.562095e-03	2.687630e-02
8.18926       	1.949032e-03	1.561992e-03	2.671004e-02
8.18963       	1.948985e-03	1.561942e-03	2.698568e-02
8.19          	1.948926e-03	1.561914e-03	2.703461e-02
8.19038       	2.029839e-03	1.626722e-03	2.911039e-02
8.19077       	2.029613e-03	1.626603e-03	2.839935e-02
8.19115       	2.029397e-03	1.626547e-03	2.757377e-02
8.19154       	2.029142e-03	1.626305e-03	2.757518e-02
8.19192       	2.028990e-03	1.626065e-03	2.710377e-02
8.19231       	2.028989e-03	1.626126e-03	2.749690e-02
8.19269       	2.028989e-03	1.626218e-03	2.748119e-02
8.19308       	2.029028e-03	1.626277e-03	2.750386e-02
8.19346       	2.029046e-03	1.626312e-03	2.744226e-02
8.19385       	2.029090e-03	1.626367e-03	2.735768e-02
8.19423       	2.029010e-03	1.626431e-03	2.768670e-02
8.19462       	2.029010e-03	1.626536e-03	2.795585e-02
8.195         	2.029121e-03	1.626635e-03	2.805248e-02
8.19538       	2.029177e-03	1.626746e-03	2.788025e-02
8.19577       	2.029135e-03	1.626674e-03	2.763246e-02
8.19615       	2.029055e-03	1.626627e-03	2.754330e-02
8.19654       	2.029022e-03	1.626617e-03	2.751180e-02
8.19692       	2.028932e-03	1.626572e-03	2.742621e-02
8.19731       	2.028695e-03	1.626389e-03	2.744699e-02
8.19769       	2.028525e-03	1.626347e-03	2.719180e-02
8.19808       	2.028258e-03	1.626145e-03	2.701565e-02
8.19846       	2.028087e-03	1.625930e-03	2.702224e-02
8.19885       	2.028032e-03	1.625844e-03	2.677866e-02
8.19923       	2.028140e-03	1.625874e-03	2.703459e-02
8.19962       	2.028135e-03	1.625804e-03	2.718936e-02
8.2           	2.028132e-03	1.625708e-03	2.720409e-02
8.20038       	2.028222e-03	1.625694e-03	2.742261e-02
8.20077       	2.028322e-03	1.625673e-03	2.737266e-02
8.20115       	2.028400e-03	1.625712e-03	2.760623e-02
8.20154       	2.028472e-03	1.625675e-03	2.768195e-02
8.20192       	2.028569e-03	1.625676e-03	2.772148e-02
8.20231       	2.028629e-03	1.625646e-03	2.760051e-02
8.20269       	2.028655e-03	1.625714e-03	2.747043e-02
8.20306       	1.927297e-03	1.544643e-03	3.118210e-02
8.20342       	1.927176e-03	1.544794e-03	2.886865e-02
8.20379       	1.927071e-03	1.544816e-03	2.777286e-02
8.20415       	1.926872e-03	1.544716e-03	2.673665e-02
8.20452       	1.926629e-03	1.544486e-03	2.660967e-02
8.20488       	1.926463e-03	1.544375e-03	2.632220e-02
8.20525       	1.926402e-03	1.544269e-03	2.590034e-02
8.20562       	1.926426e-03	1.544238e-03	2.628671e-02
8.20598       	1.926501e-03	1.544223e-03	2.615589e-02
8.20635       	1.926548e-03	1.544313e-03	2.630153e-02
8.20671       	1.926568e-03	1.544456e-03	2.636692e-02
8.20708       	1.926619e-03	1.544511e-03	2.641456e-02
8.20744       	1.926738e-03	1.544552e-03	2.653804e-02
8.20781       	1.926880e-03	1.544523e-03	2.670035e-02
8.20817       	1.927015e-03	1.544496e-03	2.678636e-02
8.20854       	1.927179e-03	1.544526e-03	2.673211e-02
8.2089        	1.927341e-03	1.544608e-03	2.663314e-02
8.20918       	1.445957e-03	1.158848e-03	7.552211e-02
8.20945       	1.445853e-03	1.159321e-03	5.487876e-02
8.20973       	1.445833e-03	1.159804e-03	4.128746e-02
8.21          	1.445911e-03	1.160134e-03	3.285417e-02
8.2103        	1.598989e-03	1.283051e-03	2.649485e-02
8.21064       	1.764449e-03	1.415259e-03	4.174802e-02
8.21098       	1.829906e-03	1.466991e-03	4.176702e-02
8.21133       	1.830010e-03	1.466582e-03	3.561715e-02
8.21168       	1.830053e-03	1.466402e-03	3.151264e-02
8.21202       	1.830029e-03	1.466253e-03	2.908003e-02
8.21237       	1.829957e-03	1.466142e-03	2.776852e-02
8.21272       	1.829885e-03	1.466111e-03	2.725202e-02
8.21306       	1.829777e-03	1.466280e-03	2.689233e-02
8.21341       	1.829648e-03	1.466467e-03	2.666285e-02
8.21376       	1.829578e-03	1.466632e-03	2.675185e-02
8.21411       	1.829583e-03	1.466784e-03	2.643260e-02
8.21445       	1.829583e-03	1.466801e-03	2.644780e-02
8.21478       	1.722138e-03	1.380559e-03	3.145267e-02
8.2151        	1.722180e-03	1.380616e-03	2.860466e-02
8.21543       	1.722333e-03	1.380759e-03	2.662909e-02
8.21576       	1.722515e-03	1.380915e-03	2.557471e-02
8.21608       	1.722654e-03	1.380988e-03	2.478623e-02
8.21641       	1.722833e-03	1.381067e-03	2.424240e-02
8.21674       	1.722971e-03	1.381187e-03	2.419798e-02
8.21706       	1.723060e-03	1.381287e-03	2.429873e-02
8.21739       	1.723090e-03	1.381285e-03	2.419853e-02
8.21772       	1.723055e-03	1.381173e-03	2.411506e-02
8.21804       	1.723004e-03	1.381109e-03	2.418252e-02
8.21837       	1.722957e-03	1.381035e-03	2.443736e-02
8.21869       	1.722919e-03	1.381023e-03	2.464616e-02
8.21902       	1.722912e-03	1.381013e-03	2.454412e-02
8.21935       	1.722897e-03	1.380931e-03	2.475029e-02
8.21967       	1.722961e-03	1.380922e-03	2.493643e-02
8.22          	1.723053e-03	1.381003e-03	2.488834e-02
8.22032       	1.703183e-03	1.365171e-03	2.531169e-02
8.22065       	1.703296e-03	1.365240e-03	2.520853e-02
8.22097       	1.703353e-03	1.365246e-03	2.531280e-02
8.22129       	1.703404e-03	1.365201e-03	2.506981e-02
8.22161       	1.703469e-03	1.365182e-03	2.531606e-02
8.22194       	1.703538e-03	1.365206e-03	2.556729e-02
8.22226       	1.703551e-03	1.365243e-03	2.530169e-02
8.22258       	1.703621e-03	1.365331e-03	2.501037e-02
8.2229        	1.703652e-03	1.365391e-03	2.498865e-02
8.22323       	1.703697e-03	1.365511e-03	2.461428e-02
8.22355       	1.703691e-03	1.365475e-03	2.486403e-02
8.22387       	1.703697e-03	1.365389e-03	2.497187e-02
8.22418       	1.618609e-03	1.297221e-03	2.919252e-02
8.22448       	1.618533e-03	1.297210e-03	2.683797e-02
8.22479       	1.618509e-03	1.297118e-03	2.555571e-02
8.2251        	1.618506e-03	1.297094e-03	2.450064e-02
8.2254        	1.618548e-03	1.297053e-03	2.426454e-02
8.22571       	1.618617e-03	1.297026e-03	2.418333e-02
8.22602       	1.618700e-03	1.296954e-03	2.454745e-02
8.22632       	1.618907e-03	1.296960e-03	2.451469e-02
8.22663       	1.619122e-03	1.297070e-03	2.467867e-02
8.22694       	1.619315e-03	1.297159e-03	2.473557e-02
8.22724       	1.619529e-03	1.297273e-03	2.503901e-02
8.22755       	1.619669e-03	1.297311e-03	2.478241e-02
8.22785       	1.619751e-03	1.297322e-03	2.479283e-02
8.22816       	1.619793e-03	1.297304e-03	2.447605e-02
8.22847       	1.619864e-03	1.297255e-03	2.447656e-02
8.22877       	1.619943e-03	1.297229e-03	2.435593e-02
8.22908       	1.619960e-03	1.297218e-03	2.441696e-02
8.22939       	1.620014e-03	1.297242e-03	2.421771e-02
8.22969       	1.620050e-03	1.297214e-03	2.408777e-02
8.23          	1.620046e-03	1.297128e-03	2.397639e-02
8.2303        	1.601946e-03	1.282539e-03	2.420802e-02
8.23061       	1.601944e-03	1.282510e-03	2.408793e-02
8.23091       	1.602006e-03	1.282534e-03	2.372472e-02
8.23121       	1.601982e-03	1.282437e-03	2.338998e-02
8.23152       	1.601968e-03	1.282335e-03	2.353969e-02
8.23182       	1.601950e-03	1.282188e-03	2.348571e-02
8.23212       	1.602000e-03	1.282071e-03	2.367270e-02
8.23242       	1.602140e-03	1.281979e-03	2.377752e-02
8.23273       	1.602313e-03	1.281917e-03	2.389175e-02
8.23303       	1.602498e-03	1.281965e-03	2.407107e-02
8.23333       	1.602697e-03	1.281956e-03	2.428544e-02
8.23364       	1.602865e-03	1.281943e-03	2.411935e-02
8.23394       	1.603061e-03	1.282010e-03	2.451624e-02
8.23424       	1.603225e-03	1.282121e-03	2.463363e-02
8.23455       	1.603293e-03	1.282141e-03	2.461737e-02
8.23483       	1.519037e-03	1.214740e-03	2.964593e-02
8.23512       	1.519063e-03	1.214816e-03	2.707200e-02
8.23541       	1.519099e-03	1.214842e-03	2.554366e-02
8.23569       	1.519118e-03	1.214853e-03	2.468757e-02
8.23598       	1.519181e-03	1.214903e-03	2.400698e-02
8.23627       	1.519244e-03	1.214910e-03	2.362298e-02
8.23656       	1.519284e-03	1.214771e-03	2.333218e-02
8.23684       	1.519374e-03	1.214747e-03	2.305215e-02
8.23713       	1.519444e-03	1.214772e-03	2.303157e-02
8.23742       	1.519480e-03	1.214744e-03	2.300601e-02
8.2377        	1.519554e-03	1.214704e-03	2.293885e-02
8.23799       	1.519595e-03	1.214599e-03	2.306974e-02
8.23828       	1.519590e-03	1.214498e-03	2.327224e-02
8.23856       	1.519604e-03	1.214343e-03	2.326595e-02
8.23885       	1.519680e-03	1.214217e-03	2.309798e-02
8.23914       	1.519838e-03	1.214203e-03	2.330485e-02
8.23943       	1.519996e-03	1.214268e-03	2.300686e-02
8.23971       	1.520109e-03	1.214217e-03	2.312329e-02
8.24          	1.520223e-03	1.214155e-03	2.336241e-02
8.24029       	1.513121e-03	1.208371e-03	2.369801e-02
8.24057       	1.513264e-03	1.208450e-03	2.337576e-02
8.24086       	1.513380e-03	1.208568e-03	2.363952e-02
8.24114       	1.513506e-03	1.208605e-03	2.336618e-02
8.24143       	1.513576e-03	1.208543e-03	2.340982e-02
8.24171       	1.513659e-03	1.208477e-03	2.324244e-02
8.242         	1.513730e-03	1.208413e-03	2.342520e-02
8.24229       	1.513813e-03	1.208385e-03	2.360152e-02
8.24257       	1.513856e-03	1.208330e-03	2.334849e-02
8.24286       	1.513865e-03	1.208215e-03	2.324782e-02
8.24314       	1.513862e-03	1.208152e-03	2.310067e-02
8.24343       	1.513868e-03	1.208096e-03	2.298789e-02
8.24371       	1.513902e-03	1.208085e-03	2.302392e-02
8.244         	1.513921e-03	1.208057e-03	2.264402e-02
8.24427       	1.445153e-03	1.153144e-03	2.734092e-02
8.24455       	1.445120e-03	1.153166e-03	2.482576e-02
8.24482       	1.445117e-03	1.153143e-03	2.372005e-02
8.24509       	1.445110e-03	1.153043e-03	2.312115e-02
8.24536       	1.445109e-03	1.152932e-03	2.274818e-02
8.24564       	1.445134e-03	1.152904e-03	2.264161e-02
8.24591       	1.445243e-03	1.152884e-03	2.259410e-02
8.24618       	1.445298e-03	1.152763e-03	2.252530e-02
8.24645       	1.445383e-03	1.152728e-03	2.265584e-02
8.24673       	1.445523e-03	1.152717e-03	2.293702e-02
8.247         	1.445726e-03	1.152739e-03	2.302146e-02
8.24727       	1.445946e-03	1.152795e-03	2.303319e-02
8.24755       	1.446079e-03	1.152877e-03	2.297736e-02
8.24782       	1.446222e-03	1.152958e-03	2.340590e-02
8.24809       	1.446342e-03	1.152941e-03	2.307019e-02
8.24836       	1.446461e-03	1.152885e-03	2.285401e-02
8.24864       	1.446605e-03	1.152819e-03	2.278034e-02
8.24891       	1.446731e-03	1.152778e-03	2.247962e-02
8.24918       	1.446812e-03	1.152617e-03	2.263005e-02
8.24945       	1.446896e-03	1.152453e-03	2.260848e-02
8.24973       	1.446989e-03	1.152406e-03	2.272424e-02
8.25          	1.447080e-03	1.152388e-03	2.272163e-02
8.25027       	1.434120e-03	1.142003e-03	2.305312e-02
8.25054       	1.434194e-03	1.142032e-03	2.306452e-02
8.25081       	1.434264e-03	1.142136e-03	2.241009e-02
8.25108       	1.434343e-03	1.142145e-03	2.229948e-02
8.25135       	1.434406e-03	1.142141e-03	2.222265e-02
8.25162       	1.434521e-03	1.142084e-03	2.194698e-02
8.25189       	1.434579e-03	1.142051e-03	2.199951e-02
8.25216       	1.434673e-03	1.142085e-03	2.195534e-02
8.25243       	1.434697e-03	1.142035e-03	2.223283e-02
8.2527        	1.434768e-03	1.141935e-03	2.224671e-02
8.25297       	1.434846e-03	1.141955e-03	2.228282e-02
8.25324       	1.434942e-03	1.142000e-03	2.229501e-02
8.25351       	1.435024e-03	1.142006e-03	2.249417e-02
8.25378       	1.435160e-03	1.142011e-03	2.257212e-02
8.25405       	1.435299e-03	1.142027e-03	2.236006e-02
8.25432       	1.435442e-03	1.142124e-03	2.255113e-02
8.25459       	1.435588e-03	1.142211e-03	2.281345e-02
8.25486       	1.435724e-03	1.142242e-03	2.266790e-02
8.25514       	1.435881e-03	1.142250e-03	2.255726e-02
8.25541       	1.436023e-03	1.142221e-03	2.248823e-02
8.25568       	1.436097e-03	1.142055e-03	2.236868e-02
8.25595       	1.436193e-03	1.141931e-03	2.236867e-02
8.25622       	1.436332e-03	1.141893e-03	2.259988e-02
8.25649       	1.436462e-03	1.141864e-03	2.246276e-02
8.25676       	1.436594e-03	1.141869e-03	2.256212e-02
8.25703       	1.436677e-03	1.141837e-03	2.240700e-02
8.2573        	1.436744e-03	1.141840e-03	2.237270e-02
8.25757       	1.436808e-03	1.141884e-03	2.264383e-02
8.25784       	1.436869e-03	1.141926e-03	2.252071e-02
8.25811       	1.436921e-03	1.141928e-03	2.262822e-02
8.25838       	1.436983e-03	1.142055e-03	2.253546e-02
8.25865       	1.437042e-03	1.142043e-03	2.238003e-02
8.25892       	1.437078e-03	1.141931e-03	2.228018e-02
8.25919       	1.437132e-03	1.141835e-03	2.231888e-02
8.25946       	1.437209e-03	1.141762e-03	2.225800e-02
8.25973       	1.437307e-03	1.141762e-03	2.254407e-02
8.26          	1.437407e-03	1.141793e-03	2.260433e-02
8.26027       	1.437473e-03	1.141903e-03	2.269317e-02
8.26054       	1.437551e-03	1.141986e-03	2.271397e-02
8.26081       	1.437656e-03	1.142073e-03	2.265539e-02
8.26108       	1.437789e-03	1.142190e-03	2.285383e-02
8.26135       	1.437928e-03	1.142318e-03	2.295735e-02
8.26162       	1.438044e-03	1.142358e-03	2.307558e-02
8.26189       	1.438152e-03	1.142456e-03	2.256476e-02
8.26216       	1.438195e-03	1.142417e-03	2.252525e-02
8.26243       	1.438270e-03	1.142419e-03	2.231428e-02
8.2627        	1.438376e-03	1.142450e-03	2.241464e-02
8.26297       	1.438486e-03	1.142425e-03	2.232187e-02
8.26324       	1.438580e-03	1.142401e-03	2.237029e-02
8.26351       	1.438691e-03	1.142422e-03	2.240108e-02
8.26378       	1.438789e-03	1.142394e-03	2.245415e-02
8.26405       	1.438881e-03	1.142347e-03	2.235668e-02
8.26432       	1.438966e-03	1.142338e-03	2.258167e-02
8.26459       	1.439062e-03	1.142454e-03	2.230324e-02
8.26486       	1.439153e-03	1.142527e-03	2.247340e-02
8.26514       	1.439248e-03	1.142556e-03	2.255060e-02
8.26541       	1.439314e-03	1.142543e-03	2.254392e-02
8.26568       	1.439334e-03	1.142418e-03	2.231825e-02
8.26595       	1.439373e-03	1.142273e-03	2.224565e-02
8.26622       	1.439440e-03	1.142211e-03	2.264562e-02
8.26649       	1.439536e-03	1.142286e-03	2.266503e-02
8.26676       	1.439635e-03	1.142397e-03	2.256565e-02
8.26703       	1.439738e-03	1.142470e-03	2.238756e-02
8.2673        	1.439851e-03	1.142501e-03	2.218857e-02
8.26757       	1.439945e-03	1.142501e-03	2.221509e-02
8.26784       	1.440013e-03	1.142521e-03	2.228558e-02
8.26811       	1.440112e-03	1.142652e-03	2.253471e-02
8.26838       	1.440210e-03	1.142697e-03	2.235465e-02
8.26865       	1.440323e-03	1.142779e-03	2.222633e-02
8.26892       	1.440400e-03	1.142834e-03	2.195438e-02
8.26919       	1.440457e-03	1.142819e-03	2.188283e-02
8.26946       	1.440524e-03	1.142778e-03	2.170857e-02
8.26973       	1.440567e-03	1.142699e-03	2.152355e-02
8.27          	1.440606e-03	1.142672e-03	2.177247e-02
8.27028       	1.480647e-03	1.174398e-03	2.350934e-02
8.27056       	1.480723e-03	1.174285e-03	2.282889e-02
8.27083       	1.480809e-03	1.174298e-03	2.280878e-02
8.27111       	1.480938e-03	1.174400e-03	2.260106e-02
8.27139       	1.481029e-03	1.174462e-03	2.257786e-02
8.27167       	1.481151e-03	1.174569e-03	2.235681e-02
8.27194       	1.481238e-03	1.174568e-03	2.238628e-02
8.27222       	1.481344e-03	1.174578e-03	2.237471e-02
8.2725        	1.481440e-03	1.174555e-03	2.265706e-02
8.27278       	1.481512e-03	1.174509e-03	2.263246e-02
8.27306       	1.481666e-03	1.174531e-03	2.301368e-02
8.27333       	1.481825e-03	1.174550e-03	2.279723e-02
8.27361       	1.481980e-03	1.174589e-03	2.297576e-02
