# Residuals   
# Time        	Ux            	Uy            	p             
0             	N/A	N/A
0.148289      	9.294111e-04	8.230531e-04	9.399289e-03
0.148717      	9.295339e-04	8.217233e-04	9.361020e-03
0.149144      	9.302610e-04	8.206874e-04	9.300843e-03
0.149572      	9.312308e-04	8.195602e-04	9.368235e-03
0.15          	9.322768e-04	8.182888e-04	9.408805e-03
0.150435      	9.476126e-04	8.300356e-04	1.457542e-02
0.150851      	9.062250e-04	7.924117e-04	1.826649e-02
0.151267      	9.067134e-04	7.909047e-04	1.444733e-02
0.151682      	9.070877e-04	7.893248e-04	1.200425e-02
0.152098      	9.074509e-04	7.879301e-04	1.045677e-02
0.152514      	9.077171e-04	7.863880e-04	9.511432e-03
0.15293       	9.081791e-04	7.849135e-04	9.009735e-03
0.153346      	9.088993e-04	7.837981e-04	8.810600e-03
0.153762      	9.101798e-04	7.824869e-04	8.807732e-03
0.154178      	9.111504e-04	7.810769e-04	8.900774e-03
0.154594      	9.120190e-04	7.797168e-04	8.946730e-03
0.155009      	9.128375e-04	7.780647e-04	8.955918e-03
0.155425      	9.132719e-04	7.761561e-04	9.001498e-03
0.155841      	9.135440e-04	7.742029e-04	9.157667e-03
0.156257      	9.138337e-04	7.724457e-04	9.188810e-03
0.156673      	9.139996e-04	7.708658e-04	9.287489e-03
0.157089      	9.144324e-04	7.693615e-04	9.394292e-03
0.157505      	9.147987e-04	7.678365e-04	9.314261e-03
0.157921      	9.152896e-04	7.664288e-04	9.209715e-03
0.158336      	9.160202e-04	7.651927e-04	9.429886e-03
0.158752      	9.171054e-04	7.641130e-04	9.490357e-03
0.159168      	9.183672e-04	7.631214e-04	9.622166e-03
0.159584      	9.200079e-04	7.621565e-04	9.753936e-03
0.16          	9.217113e-04	7.612573e-04	9.853882e-03
0.160417      	9.252222e-04	7.619809e-04	1.033330e-02
0.160833      	9.269404e-04	7.610371e-04	1.039410e-02
0.16125       	9.287695e-04	7.600119e-04	1.042433e-02
0.161667      	9.307491e-04	7.589867e-04	1.038886e-02
0.162083      	9.326404e-04	7.578526e-04	1.038277e-02
0.1625        	9.342994e-04	7.567940e-04	1.023174e-02
0.162895      	8.868026e-04	7.161346e-04	2.690521e-02
0.163289      	8.885228e-04	7.154952e-04	2.025346e-02
0.163684      	8.901314e-04	7.147172e-04	1.592750e-02
0.164079      	8.915094e-04	7.138910e-04	1.312716e-02
0.164474      	8.933318e-04	7.132246e-04	1.133324e-02
0.164868      	8.952519e-04	7.126841e-04	1.034133e-02
0.165263      	8.969820e-04	7.121706e-04	9.823306e-03
0.165658      	8.981570e-04	7.113833e-04	9.478038e-03
0.166053      	8.994912e-04	7.105937e-04	9.470840e-03
0.166447      	9.010983e-04	7.102095e-04	9.669722e-03
0.166842      	9.029169e-04	7.101318e-04	9.863220e-03
0.167237      	9.042953e-04	7.101190e-04	1.016559e-02
0.167632      	9.056149e-04	7.100201e-04	1.029578e-02
0.168026      	9.071045e-04	7.097126e-04	1.032234e-02
0.168421      	9.081150e-04	7.090695e-04	1.026445e-02
0.168816      	9.090995e-04	7.080778e-04	1.020276e-02
0.169211      	9.102272e-04	7.070544e-04	1.018819e-02
0.169605      	9.116612e-04	7.059518e-04	1.025450e-02
0.17          	9.128360e-04	7.046148e-04	1.017168e-02
0.1704        	9.260009e-04	7.129425e-04	1.415824e-02
0.1708        	9.269520e-04	7.121055e-04	1.301748e-02
0.1712        	9.282837e-04	7.113393e-04	1.213390e-02
0.1716        	9.304488e-04	7.110912e-04	1.169400e-02
0.172         	9.330091e-04	7.110908e-04	1.142399e-02
0.1724        	9.349416e-04	7.106785e-04	1.121025e-02
0.1728        	9.365918e-04	7.102180e-04	1.103999e-02
0.1732        	9.379991e-04	7.094092e-04	1.096603e-02
0.1736        	9.389636e-04	7.087478e-04	1.103163e-02
0.174         	9.399569e-04	7.083089e-04	1.090188e-02
0.1744        	9.411714e-04	7.079657e-04	1.098413e-02
0.1748        	9.429803e-04	7.073713e-04	1.106511e-02
0.1752        	9.445864e-04	7.066185e-04	1.113862e-02
0.1756        	9.464760e-04	7.060163e-04	1.122937e-02
0.176         	9.489354e-04	7.059274e-04	1.126052e-02
0.1764        	9.508211e-04	7.061485e-04	1.137587e-02
0.1768        	9.526927e-04	7.064122e-04	1.158748e-02
0.1772        	9.545834e-04	7.067267e-04	1.170205e-02
0.1776        	9.564879e-04	7.068097e-04	1.194563e-02
0.177943      	8.225163e-04	6.062650e-04	6.874668e-02
0.178286      	8.278681e-04	6.078741e-04	4.876322e-02
0.178629      	8.316070e-04	6.088768e-04	3.534069e-02
0.178971      	8.346547e-04	6.091913e-04	2.620368e-02
0.179314      	8.365741e-04	6.088130e-04	1.997715e-02
0.179657      	8.375620e-04	6.083017e-04	1.598266e-02
0.18          	8.378550e-04	6.076403e-04	1.345723e-02
0.18037       	9.039895e-04	6.554764e-04	3.441574e-02
0.180756      	9.365223e-04	6.797623e-04	4.251284e-02
0.181141      	9.336824e-04	6.777129e-04	3.318199e-02
0.181526      	9.320616e-04	6.753662e-04	2.641329e-02
0.181911      	9.304912e-04	6.732579e-04	2.174395e-02
0.182296      	9.286980e-04	6.711432e-04	1.852381e-02
0.182681      	9.268918e-04	6.688821e-04	1.623225e-02
0.183067      	9.252944e-04	6.667990e-04	1.462788e-02
0.183452      	9.237182e-04	6.645917e-04	1.344495e-02
0.183837      	9.223713e-04	6.625476e-04	1.277484e-02
0.184222      	9.219037e-04	6.607430e-04	1.241998e-02
0.184607      	9.215427e-04	6.589761e-04	1.230397e-02
0.184993      	9.216384e-04	6.575450e-04	1.236754e-02
0.185378      	9.218866e-04	6.562158e-04	1.226383e-02
0.185763      	9.219345e-04	6.555869e-04	1.218360e-02
0.186148      	9.226142e-04	6.549077e-04	1.213678e-02
0.186533      	9.239664e-04	6.543512e-04	1.201864e-02
0.186919      	9.253383e-04	6.536519e-04	1.187974e-02
0.187304      	9.269994e-04	6.528023e-04	1.216101e-02
0.187689      	9.292023e-04	6.528204e-04	1.218511e-02
0.188074      	9.311467e-04	6.526374e-04	1.227735e-02
0.188459      	9.327384e-04	6.525438e-04	1.209143e-02
0.188844      	9.336456e-04	6.525870e-04	1.175594e-02
0.18923       	9.342349e-04	6.523298e-04	1.142154e-02
0.189615      	9.347379e-04	6.517937e-04	1.137941e-02
0.19          	9.351134e-04	6.513420e-04	1.139855e-02
0.190385      	9.343774e-04	6.499598e-04	1.102309e-02
0.190769      	9.349173e-04	6.492378e-04	1.098884e-02
0.191154      	9.359226e-04	6.481573e-04	1.118476e-02
0.191538      	9.368776e-04	6.470181e-04	1.128673e-02
0.191923      	9.377817e-04	6.461505e-04	1.123089e-02
0.192308      	9.386386e-04	6.456232e-04	1.114907e-02
0.192692      	9.392020e-04	6.448486e-04	1.122713e-02
0.193077      	9.395416e-04	6.441900e-04	1.120269e-02
0.193462      	9.398700e-04	6.435207e-04	1.113052e-02
0.193846      	9.398453e-04	6.430435e-04	1.101128e-02
0.194231      	9.393639e-04	6.426143e-04	1.082559e-02
0.194615      	9.386259e-04	6.419299e-04	1.061567e-02
0.195         	9.383841e-04	6.411769e-04	1.048054e-02
0.195385      	9.390301e-04	6.404425e-04	1.051127e-02
0.195769      	9.393020e-04	6.399007e-04	1.038261e-02
0.196154      	9.392409e-04	6.394447e-04	1.032474e-02
0.196538      	9.389009e-04	6.389240e-04	1.021199e-02
0.196923      	9.383674e-04	6.384596e-04	1.021319e-02
0.197308      	9.380402e-04	6.385597e-04	1.047489e-02
0.197692      	9.375667e-04	6.382052e-04	1.059588e-02
0.198077      	9.373941e-04	6.373650e-04	1.083950e-02
0.198462      	9.372774e-04	6.366473e-04	1.120697e-02
0.198846      	9.372370e-04	6.359483e-04	1.159836e-02
0.199231      	9.370016e-04	6.356285e-04	1.174415e-02
0.199615      	9.366691e-04	6.350094e-04	1.159336e-02
0.2           	9.357266e-04	6.340383e-04	1.157788e-02
0.2004        	9.716418e-04	6.582209e-04	2.476921e-02
0.2008        	9.693759e-04	6.569400e-04	2.093544e-02
0.2012        	9.667339e-04	6.556819e-04	1.812775e-02
0.2016        	9.638049e-04	6.543662e-04	1.625382e-02
