# Residuals   
# Time        	Ux            	Uy            	p             
10            	N/A	N/A
10.1491       	2.139875e-03	1.733856e-03	2.967647e-02
10.1495       	2.156683e-03	1.747624e-03	2.992313e-02
10.1499       	2.156540e-03	1.747762e-03	2.940633e-02
10.1504       	2.156403e-03	1.747843e-03	2.944099e-02
10.1508       	2.156225e-03	1.747700e-03	2.951377e-02
10.1512       	2.155947e-03	1.747477e-03	2.966089e-02
10.1516       	2.155715e-03	1.747354e-03	2.985249e-02
10.152        	2.173605e-03	1.761973e-03	2.978822e-02
10.1524       	2.173546e-03	1.761914e-03	2.956810e-02
10.1528       	2.173482e-03	1.761937e-03	2.943936e-02
10.1532       	2.173545e-03	1.762099e-03	2.954063e-02
10.1536       	2.173499e-03	1.762263e-03	2.969965e-02
10.154        	2.173321e-03	1.762386e-03	3.000138e-02
10.1544       	2.192694e-03	1.778252e-03	2.974215e-02
10.1548       	2.192677e-03	1.778309e-03	2.976700e-02
10.1552       	2.192615e-03	1.778291e-03	2.971208e-02
10.1556       	2.192456e-03	1.778099e-03	2.953702e-02
10.1561       	2.192232e-03	1.777957e-03	2.976309e-02
10.1565       	2.212622e-03	1.794691e-03	3.016190e-02
10.1569       	2.212448e-03	1.794540e-03	2.986497e-02
10.1573       	2.212284e-03	1.794264e-03	2.978901e-02
10.1577       	2.212031e-03	1.793953e-03	3.025354e-02
10.1581       	2.211709e-03	1.793656e-03	3.030661e-02
10.1585       	2.211480e-03	1.793437e-03	3.033730e-02
10.159        	2.211186e-03	1.793157e-03	2.962195e-02
10.1594       	2.210924e-03	1.793012e-03	2.969321e-02
10.1598       	2.210785e-03	1.792958e-03	2.916362e-02
10.1602       	2.210624e-03	1.792858e-03	2.928457e-02
10.1606       	2.210462e-03	1.792786e-03	2.939227e-02
10.161        	2.210334e-03	1.792776e-03	2.908821e-02
10.1614       	2.210377e-03	1.792913e-03	2.922900e-02
10.1619       	2.210467e-03	1.793098e-03	2.881078e-02
10.1623       	2.210533e-03	1.793127e-03	2.863313e-02
10.1627       	2.210530e-03	1.793127e-03	2.897215e-02
10.1631       	2.210386e-03	1.793075e-03	2.851695e-02
10.1635       	2.210273e-03	1.793144e-03	2.853059e-02
10.1639       	2.210134e-03	1.793073e-03	2.848370e-02
10.1643       	2.210033e-03	1.792957e-03	2.877641e-02
10.1648       	2.209939e-03	1.792822e-03	2.925016e-02
10.1652       	2.209832e-03	1.792754e-03	2.940828e-02
10.1656       	2.209720e-03	1.792803e-03	2.965032e-02
10.166        	2.209585e-03	1.792825e-03	2.921635e-02
10.1664       	2.209416e-03	1.792702e-03	2.941391e-02
10.1668       	2.209211e-03	1.792590e-03	2.951872e-02
